Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Newfoundland and Labrador,ELJ Holdings LTD,"Mount Pearl, NL A1N 3C6",1,Low Wage,4214,Early childhood educators and assistants,47.50564,-52.80012
Newfoundland and Labrador,Happy Times Preschool Ltd.,"St. John's, NL A1B 3B3",2,Low Wage,4214,Early childhood educators and assistants,47.5707926,-52.7272977
Newfoundland and Labrador,HSF Ocean Products Ltd.,"St. John's, NL A1B 3M9",15,Low Wage,9463,Fish and seafood plant workers,47.555056,-52.726391
Newfoundland and Labrador,Mila Foods Inc.,"St John's, NL A1E 1T2",1,Low Wage,6311,Food service supervisors,47.544767,-52.743697
Newfoundland and Labrador,Nails Time Inc.,"St. John's, NL A1E 5T2",3,Low Wage,6562,"Estheticians, electrologists and related occupations",47.555255,-52.734966
Newfoundland and Labrador,Newont Limited,"St. John's, NL A1E 2C5",1,Low Wage,6311,Food service supervisors,47.539345,-52.73778
Newfoundland and Labrador,Paradise Daycare 2009 Inc.,"Paradise, NL A1L 2Y1",1,Low Wage,4214,Early childhood educators and assistants,47.538277,-52.8715144
Newfoundland and Labrador,Pho Vietnam,"Corner Brook, NL A2H 4W6",1,Low Wage,6322,Cooks,48.9513408,-57.9550692
Newfoundland and Labrador,Quinlan Brothers Ltd,"St. John's, NL A1C 6C9",20,Low Wage,9463,Fish and seafood plant workers,47.5630158,-52.7084738
Newfoundland and Labrador,Terry's Tents & Shoe Repair Limited,"Happy Valley-Goose Bay, NL A0P 1C0",1,Low Wage,9446,Industrial sewing machine operators,53.308255,-60.378852
Newfoundland and Labrador,Tiffany Village Retirement Residence Partnership,"St. John's, NL A1A 0G1",1,Low Wage,3413,"Nurse aides, orderlies and patient service associates",47.606785,-52.713744
Newfoundland and Labrador,Uncle Li Restaurant Inc,"Clarenville, NL A5A 0C3",1,Low Wage,6322,Cooks,48.1695152,-53.9882918
Newfoundland and Labrador,J & C Sod Farm Ltd,"St.John's, NL A0A 1C0",3,J & C Sod Farm Ltd,8432,Nursery and greenhouse workers,47.403988,-52.79987
Newfoundland and Labrador,Larch Grove Farm Ltd.,"Cormack, NL A8A 2R7",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",49.282213,-57.420854
Newfoundland and Labrador,Lester's Farm Market,"Mount Pearl, NL A1N 2C4",10,Primary Agriculture,8431,General farm workers,47.519204,-52.807406
Newfoundland and Labrador,Ocean View Farm,"Bay Bulls, NL A0A 1C0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",47.403988,-52.79987
Newfoundland and Labrador,Rideout's Dairy Inc.,"Cormack, NL A8A 2R6",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",49.282213,-57.420854
Newfoundland and Labrador,10400 Newfoundland Limited,"St. John's, NL A1A 1V8",1,10400 Newfoundland Limited,6321,Chefs,47.5831067,-52.7081306
Newfoundland and Labrador,10565 NFLD. Inc.,"Happy Valley-Goose Bay, NL A0P 1C0",1,Permanent Resident Only,6311,Food service supervisors,53.308255,-60.378852
Newfoundland and Labrador,Ecole Prescolaire Mes Amis Daycare and Preschool Inc.,"St. John's, NL A0A 1J0",1,Permanent Resident Only,4214,Early childhood educators and assistants,47.539527,-52.722751
Prince Edward Island,101775 PEI Inc.,"Charlottetown, PE C1A 4B1",1,101775 PEI Inc.,6322,Cooks,46.233243,-63.12659
Prince Edward Island,Blue Mussel Cafe Inc.,"North Rustico, PE C0A 1X0",1,High Wage,0631,Restaurant and food service managers,46.481013,-63.351456
Prince Edward Island,Bulk Carriers (P.E.I.) Limited,"Cornwall, PE C0A 1H0",15,High Wage,7511,Transport truck drivers,46.1749323,-63.2607926
Prince Edward Island,Confederation Centre of the Arts,"Charlottetown, PE C1A 1J1",1,High Wage,5135,Actors and comedians,46.233646,-63.127027
Prince Edward Island,Health PEI,"Charlottetown, PE C1A 7N8",1,High Wage,3111,Specialist physicians,46.25128,-63.147429
Prince Edward Island,Seafood Express (PEI) Limited,"Charlottetown, PE C1A 7M8",10,High Wage,7511,Transport truck drivers,46.233768,-63.124917
Prince Edward Island,Wicked Eh?,"Charlottetown, PE C1A 1A5",1,High Wage,2283,Information systems testing technicians,46.232024,-63.124723
Prince Edward Island,Beach Point Processing Company,"Beach Point, PE C0A 1V0",100,Beach Point Processing Company,9463,Fish and seafood plant workers,46.002798,-62.519557
Prince Edward Island,Belle River Enterprises Ltd.,"Belle River, PE C0A 1B0",10,Low Wage,9463,Fish and seafood plant workers,45.9791603088379,-62.8373565673828
Prince Edward Island,Captain Cooke's Seafood Inc.,"Borden-Carleton, PE C0B 1X0",10,Low Wage,9463,Fish and seafood plant workers,46.256255,-63.67178
Prince Edward Island,Kildare Fisheries Ltd,"Alberton, PE C0B 1B0",46,Low Wage,9463,Fish and seafood plant workers,46.837425,-64.113384
Prince Edward Island,Maplehurst Properties,"Montague, PE C0A 1R0",1,Low Wage,0632,Accommodation service managers,46.1637,-62.64674
Prince Edward Island,"North Lake Fisheries (2013), Inc.","Montague, PE C0A 1R0",60,Low Wage,9463,Fish and seafood plant workers,46.1637,-62.64674
Prince Edward Island,Northern Watters Knitwear Inc.,"Charlottetown, PE C1A 1H9",1,Low Wage,9442,"Weavers, knitters and other fabric making occupations",46.233698,-63.126966
Prince Edward Island,PEI Select Tours Inc,"North Rustico, PE C0A 1X0",1,Low Wage,6531,Tour and travel guides,46.481013,-63.351456
Prince Edward Island,Royal Star Foods Ltd.,"Tignish, PE C0B 2B0",67,Low Wage,9463,Fish and seafood plant workers,46.9756355285645,-64.0738525390625
Prince Edward Island,Seafood 2000 Ltd.,"Georgetown, PE C0A 1L0",102,Low Wage,9463,Fish and seafood plant workers,46.185653,-62.522954
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",18,Low Wage,9463,Fish and seafood plant workers,46.696448,-64.383974
Prince Edward Island,Summerside Seafood Supreme Inc.,"Summerside, PE C1N 2V5",16,Low Wage,9463,Fish and seafood plant workers,46.413814,-63.681255
Prince Edward Island,Atlantic Grown Organics Inc,"Kensington, PE C0B 1M0",4,Atlantic Grown Organics Inc,8432,Nursery and greenhouse workers,46.43789,-63.63458
Prince Edward Island,Birch Farms Limited,"Summerside, PE C1N 4J9",2,Primary Agriculture,8431,General farm workers,46.39208,-63.740224
Prince Edward Island,Birkentree Holsteins Inc.,"Hunter River, PE C0A 1N0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.401847,-63.338722
Prince Edward Island,Brookfield Gardens Inc,"Brookfield, PE C0A 1Y0",8,Primary Agriculture,8431,General farm workers,46.203797,-63.266232
Prince Edward Island,Carruthers Farms Ltd.,"Kensington, PE C0B 1M0",3,Primary Agriculture,8431,General farm workers,46.43789,-63.63458
Prince Edward Island,Eastern Exporters Ltd,"Souris, PE C0A 2B0",5,Primary Agriculture,8431,General farm workers,46.354047,-62.25215
Prince Edward Island,Eastern Farms Ltd,"Pownal, PE C1B 3S5",8,Primary Agriculture,8431,General farm workers,46.2083523,-63.0759984
Prince Edward Island,Extondale Farms Ltd.,"Oyster Bed, PE C1E 1Z4",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.283411,-63.196791
Prince Edward Island,Hy-Croft Farms Inc,"Summerside, PE C1N 4V4",3,Primary Agriculture,8431,General farm workers,46.423011,-63.800596
Prince Edward Island,Jewell's of Prince Edward Island Inc,"York RR, PE C0A 1P0",6,Primary Agriculture,8431,General farm workers,46.416154,-63.074183
Prince Edward Island,Jewell's Produce,"York, PE C0A 1P0",11,Primary Agriculture,8431,General farm workers,46.416154,-63.074183
Prince Edward Island,Kouwenberg Farm Inc.,"Millview, PE C0A 2E0",3,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.179,-62.884
Prince Edward Island,Maritime Pet Foods Inc.,"Stanchel, PE C0A 1E0",1,Primary Agriculture,8431,General farm workers,46.425984,-63.492215
Prince Edward Island,Matos Winery Inc.,"St. Catherines, PE C0A 1H1",1,Primary Agriculture,8431,General farm workers,46.210462,-63.228876
Prince Edward Island,McCardle Bros,"Kinkora, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,MGS Holdings & Distribution Co. Ltd,"Alberton, PE C0B 1B0",48,Primary Agriculture,8431,General farm workers,46.837425,-64.113384
Prince Edward Island,Newland Farms Inc.,"Hunter River, PE C0A 1N0",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.401847,-63.338722
Prince Edward Island,Nobra Holsteins Inc.,"Kensington, PE C0B 1M0",3,Primary Agriculture,8431,General farm workers,46.43789,-63.63458
Prince Edward Island,Productions Vegkiss PEI,"Vernon River, PE C0A 2E0",36,Primary Agriculture,8431,General farm workers,46.179,-62.884
Prince Edward Island,The Berry Patch,"Tracadie Cross, PE C0A 1T0",6,Primary Agriculture,8431,General farm workers,46.3396301269531,-62.8716468811035
Prince Edward Island,Tiny Acres Holsteins,"Miscouche, PE C0B 1T0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.428618,-63.875926
Prince Edward Island,van Diepen Produce Ltd,"Morell, PE C0A 1S0",15,Primary Agriculture,8431,General farm workers,46.39453125,-62.7252883911133
Prince Edward Island,Vanco Farms Ltd,"Mount Albion, PE C1B 0R4",36,Primary Agriculture,8431,General farm workers,46.22192,-62.971058
Prince Edward Island,Victoria Potato Farm Inc.,"Crapaud, PE C0A 1J0",6,Primary Agriculture,8431,General farm workers,46.24001,-63.50021
Prince Edward Island,W P Griffin Inc,"Elmsdale, PE C0B 1K0",6,Primary Agriculture,8431,General farm workers,46.837426,-64.113384
Prince Edward Island,Waynecroft Farms,"Miscouche, PE C0B 1T0",1,Primary Agriculture,8431,General farm workers,46.428618,-63.875926
Nova Scotia,3300983 Nova Scotia Limited,"Saint Peter's, NS B0E 3B0",1,3300983 Nova Scotia Limited,0632,Accommodation service managers,45.620463,-60.957559
Nova Scotia,Antares Computers Limited,"Bridgewater, NS B4V 2S7",1,High Wage,0015,Senior managers ,44.3825976,-64.5175
Nova Scotia,Arbor View Inn,"Lunenburg, NS B0J 2C0",1,High Wage,0632,Accommodation service managers,44.37635,-64.309889
Nova Scotia,Bay Side Home,"Barrington, NS B0W 1E0",1,High Wage,3012,Registered nurses and registered psychiatric nurses,43.59399,-65.63927
Nova Scotia,Canadiana Pub & Grill Limited,"Halifax, NS B3S 1A2",1,High Wage,6332,Bakers,44.645251,-63.667365
Nova Scotia,Cha Baa Thai Restaurant Bedford Ltd.,"Halifax, NS B3J 2J6",4,High Wage,6322,Cooks,44.643134,-63.576928
Nova Scotia,Chapman Autobody Ltd,"Halifax, NS B3K 4C2",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",44.6536405,-63.591112
Nova Scotia,Connors Transfer Limited,"Stellarton, NS B0K 1S0",6,High Wage,7511,Transport truck drivers,45.5583249,-62.6623249
Nova Scotia,Dalhousie University,"Halifax, NS B3H 4R2",1,High Wage,4011,University professors and lecturers,44.6370504,-63.5964136
Nova Scotia,Deep Down Cleaning Services Ltd.,"Halifax, NS B3S 1B4",1,High Wage,6315,Cleaning supervisors,44.640807,-63.667721
Nova Scotia,Eassons Transport Ltd.,"Kentville, NS B4N 3V7",10,High Wage,7511,Transport truck drivers,45.067163,-64.547804
Nova Scotia,East Coast Cedar Homes Limited,"Bedford, NS B4A 1E5",1,High Wage,0016,Senior managers ,44.731123,-63.66024
Nova Scotia,Gabadi Services Canada Inc.,"Dartmouth, NS B3B 1J4",2,High Wage,7295,Floor covering installers,44.704132,-63.611144
Nova Scotia,GTL Transportation Inc.,"Dartmouth, NS B3B 1X0",4,High Wage,7511,Transport truck drivers,,
Nova Scotia,Halifax ALTA Gymnastics Club,"Halifax, NS B3L 4T7",1,High Wage,5252,Coaches,44.653673,-63.631058
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",2,High Wage,0016,Senior managers ,44.66274,-63.590281
Nova Scotia,Nova Scotia Health Authority,"North Sydney, NS B2A 3M4",5,High Wage,3111,Specialist physicians,46.237929,-60.24105
Nova Scotia,Peter Green Hall Children's Centre,"Halifax, NS B3H 2Z9",1,High Wage,4214,Early childhood educators and assistants,44.6354226,-63.5798305
Nova Scotia,Royal Nova Scotia Yacht Squadron,"Halifax, NS B3P 1C7",1,High Wage,5252,Coaches,44.622762,-63.585964
Nova Scotia,Saint Mary's University,"Halifax, NS B3H 3C3",1,High Wage,4011,University professors and lecturers,44.630549,-63.582286
Nova Scotia,Spectrum Hospitality Canada Inc.,"Halifax, NS B3J 2V1",5,High Wage,6321,Chefs,44.648416,-63.645986
Nova Scotia,Suerteksa Canada Inc.,"Halifax, NS B3J 3N2",1,High Wage,0911,Manufacturing managers,44.6520116,-63.5760615
Nova Scotia,Vista Care Communications Services of Canada,"Dartmouth, NS B3B 1C6",1,High Wage,7245,Telecommunications line and cable workers,44.700727,-63.598614
Nova Scotia,Wohlgemuth Farms Ltd,"Aylesford, NS B0P 1C0",5,High Wage,7511,Transport truck drivers,45.066995,-64.800737
Nova Scotia,2294618 Nova Scotia Ltd.,"Dartmouth, NS B3A 1J9",1,2294618 Nova Scotia Ltd.,6322,Cooks,44.683995,-63.598132
Nova Scotia,3099794 NS Ltd (Enfield Big Stop),"Enfield, NS B2T 1C8",3,Low Wage,6322,Cooks,44.939685,-63.534989
Nova Scotia,3253587 Nova Scotia Ltd.,"Halifax, NS B4A 1B5",3,Low Wage,6322,Cooks,44.718731,-63.67415
Nova Scotia,3287893 NS Ltd.,"Halifax, NS B3J 1G5",1,Low Wage,6322,Cooks,44.642998,-63.577002
Nova Scotia,3290188 NS Limited,"Halifax, NS B3M 3Y7",2,Low Wage,6322,Cooks,44.66328,-63.653935
Nova Scotia,3294766 Nova Scotia Limited,"Halifax, NS B3J 2K4",1,Low Wage,6321,Chefs,44.643977,-63.578445
Nova Scotia,3299155 Nova Scotia Limited,"Eastern Passage, NS B3G 1C2",1,Low Wage,4214,Early childhood educators and assistants,44.6115195,-63.4867345
Nova Scotia,Advanced Wiring Solutions Inc.,"Fall River, NS B2T 1K6",1,Low Wage,7247,Cable television service and maintenance technicians,44.812477,-63.636248
Nova Scotia,Aquashell Holdings Inc.,"Wallace, NS B0K 1Y0",16,Low Wage,9463,Fish and seafood plant workers,45.79188,-63.520605
Nova Scotia,Balodis Incorporated,"Westville, NS B0K 2A0",2,Low Wage,7511,Transport truck drivers,45.567253,-62.715905
Nova Scotia,Bayers Lake European Farmers Market,"Halifax, NS B3M 2L3",1,Low Wage,6332,Bakers,44.683287,-63.66099
Nova Scotia,Bitar's Pizza Pasta & Grill Ltd.,"Elmsdale, NS B2S 1A8",1,Low Wage,6322,Cooks,44.96518,-63.50864
Nova Scotia,Dieter's German Baked Goods & Cafe,"Annapolis Royal, NS B0S 1A0",1,Low Wage,6332,Bakers,44.74364,-65.51801
Nova Scotia,Doraku Foods Limited,"Halifax, NS B3J 4A2",1,Low Wage,6322,Cooks,44.642783,-63.577842
Nova Scotia,Hatfield Farm Inc.,"Hammonds Plains, NS B4B 1P4",1,Low Wage,6322,Cooks,44.731435,-63.756573
Nova Scotia,Ihab Barber Shop,"Halifax, NS B3N 2C4",1,Low Wage,6341,Hairstylists and barbers,44.658949,-63.632787
Nova Scotia,John's Steak House Limited,"Antigonish, NS B2G 1R6",2,Low Wage,6322,Cooks,45.61581,-62.00145
Nova Scotia,Keddy Quality Foundations,"Aylesford, NS B0P 1C0",2,Low Wage,7611,Construction trades helpers and labourers,45.066995,-64.800737
Nova Scotia,Lismore Seafoods Inc.,"Merigomish, NS B0K 1G0",16,Low Wage,9463,Fish and seafood plant workers,45.714164,-62.213319
Nova Scotia,Mother's Hand Oriental Food & Grocery,"Halifax, NS B3K 3B6",1,Low Wage,6211,Retail sales supervisors,44.654197,-63.586625
Nova Scotia,Namar Cuisine Ltd,"Halifax, NS B3L 4N9",2,Low Wage,6322,Cooks,44.647813,-63.61972
Nova Scotia,North Nova Seafoods Ltd.,"Pictou, NS B0K 1H0",84,Low Wage,9463,Fish and seafood plant workers,45.6460571289063,-62.8005790710449
Nova Scotia,Ocean Pride Fisheries Ltd.,"Lower Wedgeport, NS B0W 2B0",20,Low Wage,9618,Labourers in fish and seafood processing,43.717172,-65.97528
Nova Scotia,Pêcherie Cheticamp Fisheries Intl. (2016) Ltd,"Cheticamp, NS B0E 1H0",40,Low Wage,9463,Fish and seafood plant workers,46.506849,-61.025641
Nova Scotia,Premium Choice Shrimp Ltd.,"Arichat, NS B0E 1A0",7,Low Wage,9618,Labourers in fish and seafood processing,45.514793,-60.966046
Nova Scotia,Queen Nails,"Sydney, NS B1P 6S9",1,Low Wage,6562,"Estheticians, electrologists and related occupations",46.1478065,-60.1419858
Nova Scotia,Restaurant Compose,"Annapolis Royal, NS B0S 1A0",2,Low Wage,6322,Cooks,44.74364,-65.51801
Nova Scotia,Riverside Lobster International Inc.,"Meteghan River, NS B0W 2L0",82,Low Wage,9463,Fish and seafood plant workers,44.221552,-66.119502
Nova Scotia,Song's Korean Restaurant,"Halifax, NS B3L 1A4",2,Low Wage,6322,Cooks,44.645526,-63.596843
Nova Scotia,"The Dock Food, Spirits and Ales Ltd","New Glasgow, NS B2H 2K6",2,Low Wage,6322,Cooks,45.589492,-62.6454749
Nova Scotia,Victoria Co-operative Fisheries Ltd.,"Neil's Harbour, NS B0C 1N0",10,Low Wage,9618,Labourers in fish and seafood processing,46.762745,-60.343878
Nova Scotia,Ye & Zhou Food Company,"Halifax, NS B3L 4P1",1,Low Wage,6322,Cooks,44.64651,-63.617539
Nova Scotia,ZM Supreme Cleaning Services Limited,"Dartmouth, NS B3A 2B2",2,Low Wage,6731,Light duty cleaners,44.678934,-63.580923
Nova Scotia,3226198 Nova Scotia Ltd/Vital Berry Farms,"Centreville, NS B0P 1J0",96,3226198 Nova Scotia Ltd/Vital Berry Farms,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Afton Hills Farm Limited,"Afton, NS B0H 1A0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.60221,-61.744775
Nova Scotia,Allen Farms Limited,"Centreville, NS B0P 1J0",72,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Apples & Spice Orchards,"Waterville, NS B0P 1V0",6,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Balamore Farm Ltd,"Great Village, NS B0M 1L0",167,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Barteaux Farms,"Annapolis Royal, NS B0S 1A0",5,Primary Agriculture,8431,General farm workers,44.74364,-65.51801
Nova Scotia,Basinview Farms Ltd,"Canning, NS B0P 1H0",14,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Birchleigh Farms Ltd,"Berwick, NS B0P 1E0",12,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Bragg Lumber Company,"Collingwood, NS B0M 1E0",5,Primary Agriculture,8431,General farm workers,45.636927,-63.77345
Nova Scotia,Canard Orchards Ltd,"Centreville, NS B0P 1J0",13,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",3,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Charles Keddy Farms Limited,"Lakeville, NS B4N 3V7",9,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Craig Nichols Farms Ltd,"Aylesford, NS B0P 1C0",9,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Crisp Growers Inc.,"Wolfville, NS B4P 1J5",12,Primary Agriculture,8431,General farm workers,45.08571,-64.3477
Nova Scotia,Eisses Farms Ltd,"Centreville, NS B0P 1J0",9,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Elmridge Farm (2003) Ltd,"Centreville, NS B0P 1J0",4,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Forest Hills Farms,"Great Village, NS B0M 1L0",12,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Fuller Brothers,"Avonport, NS B0P 1B0",10,Primary Agriculture,8431,General farm workers,45.095693,-64.227973
Nova Scotia,G & C Hughes Enterprises Ltd,"New Ross, NS B0J 2M0",18,Primary Agriculture,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,G.A.R. Tree Farms Ltd.,"Barss Corner, NS B0R 1A0",31,Primary Agriculture,8432,Nursery and greenhouse workers,44.6241188049316,-64.6746444702148
Nova Scotia,H B Morse & Sons,"Berwick, NS B0P 1E0",7,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Hillside Orchards,"Berwick, NS B0P 1E0",12,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Hilly Acres Farm Limited,"Millville, NS B1Y 2E1",3,Primary Agriculture,8431,General farm workers,46.27095,-60.379651
Nova Scotia,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",24,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,J & M Reeves Christmas Greens Ltd,"New Ross, NS B0J 2M0",2,Primary Agriculture,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,J W Mason & Sons (2013) Limited,"Windsor, NS B0N 2T0",15,Primary Agriculture,8431,General farm workers,44.819594,-64.318054
Nova Scotia,Jost Vineyards Limited,"Malagash, NS B0K 1E0",6,Primary Agriculture,8431,General farm workers,45.794472,-63.453043
Nova Scotia,Kimberlee Farms,"Centerville, NS B0P 1J0",7,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Luckett Farms Ltd,"Wallbrook, NS B4P 2R3",4,Primary Agriculture,8431,General farm workers,45.068884,-64.348807
Nova Scotia,Lutz Family Farm Ltd,"Berwick, NS B0P 1E0",6,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Melvin Farms Limited,"Canning, NS B0P 1H0",37,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Millen Farms Limited,"Great Village, NS B0M 1L0",144,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Nazinga Farms Ltd,"Aylesford, NS B0P 1C0",18,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Noggins Corner Farm II Ltd,"Greenwich, NS B4P 2R2",36,Primary Agriculture,8431,General farm workers,44.997527,-64.451876
Nova Scotia,Oxford Berry Farm,"Oxford, NS B0M 1P0",18,Primary Agriculture,8431,General farm workers,45.810473,-63.849946
Nova Scotia,Perfect Berries Ltd,"Berwick, NS B0P 1E0",35,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Power Farms Inc,"Canning, NS B0P 1H0",3,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Randsland Farms Inc,"Canning, NS B0P 1H0",46,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",14,Primary Agriculture,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,River Breeze Farm Limited,"Upper Onslow, NS B6L 6Y3",10,Primary Agriculture,8431,General farm workers,45.3961213,-63.2848257
Nova Scotia,RJ Farm,"Berwick, NS B0P 1E0",2,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Sanhaven Farms,"Antigonish, NS B2G 2K9",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.6396,-62.04642
Nova Scotia,Sarsfield Farms,"Canning, NS B0P 1H0",28,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Sawler Gardens Ltd,"Berwick, NS B0P 1E0",4,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Sheffield Valley Farms,"Centreville, NS B0P 1J0",6,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Slack Farms Limited,"Debert, NS B0M 1G0",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.468637,-63.531392
Nova Scotia,Spurr Brothers Farms Ltd,"Melvern Square, NS B0P 1R0",20,Primary Agriculture,8431,General farm workers,45.074551,-64.720682
Nova Scotia,TE Boyle Farm & Forestry Ltd,"., NS B0H 1A0",4,Primary Agriculture,8431,General farm workers,45.60221,-61.744775
Nova Scotia,Town Plot Orchards,"Port Williams, NS B0P 1T0",4,Primary Agriculture,8431,General farm workers,45.159695,-64.362715
Nova Scotia,Traditional Evergreen Tree Farms Ltd,"Bridgewater, NS B4V 2W6",3,Primary Agriculture,8432,Nursery and greenhouse workers,44.367212,-64.561088
Nova Scotia,Van Meekeren Farms Ltd,"Lakeville, NS B4N 3V7",8,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Vermeulen Farms Limited,"Canning, NS B0P 1H0",46,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
