Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Newfoundland and Labrador,Sunrise Dairy Ltd,"Musgravetwon, NL A0C 1Z0",2,Sunrise Dairy Ltd,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",48.399273,-53.927275
Newfoundland and Labrador,Verafin Inc.,"ST. JOHN'S, NL A1A 0L9",9,Verafin Inc.,2174,Computer programmers and interactive media developers,47.5607604980469,-52.7122497558594
Prince Edward Island,Bulk Carriers (P.E.I.) Limited,"Cornwall, PE C0A 1H0",15,Bulk Carriers (P.E.I.) Limited,7511,Transport truck drivers,46.1749323,-63.2607926
Prince Edward Island,Furrow Creative Ltd,"CHARLOTTETOWN, PE C1E 0E2",1,Furrow Creative Ltd,5131,"Producers, directors, choreographers and related occupations",46.3552289,-63.2086815
Prince Edward Island,Great Enlightenment Buddhist Institute Society,"Little Sands, PE C0A 1W0",7,Great Enlightenment Buddhist Institute Society,7271,Carpenters,46.01263,-62.60927
Prince Edward Island,Great Enlightenment Buddhist Institute Society,"Little Sands, PE C0A 1W0",6,Great Enlightenment Buddhist Institute Society,7291,Roofers and shinglers,46.01263,-62.60927
Prince Edward Island,Prince Freight Lines Inc.,"Wellington, PE C0B 2E0",2,Prince Freight Lines Inc.,7511,Transport truck drivers,46.450806,-63.99892
Prince Edward Island,Seafood Express (PEI) Limited,"Charlottetown, PE C1A 7M8",20,Seafood Express (PEI) Limited,7511,Transport truck drivers,46.233768,-63.124917
Prince Edward Island,101775 PEI Inc.,"Charlottetown, PE C1A 4B1",1,101775 PEI Inc.,6322,Cooks,46.233243,-63.12659
Prince Edward Island,Atlantic Beef Products Inc.,"ALBANY, PE C0B 1A0",10,Atlantic Beef Products Inc.,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",46.318197,-63.558561
Prince Edward Island,Charlottetown Fresh Casual Restaurants Inc.,"Charlottetown, PE C1A 4M9",2,Charlottetown Fresh Casual Restaurants Inc.,6322,Cooks,46.24286,-63.1328575
Prince Edward Island,Kildare Fisheries Ltd,"Alberton, PE C0B 1B0",75,Kildare Fisheries Ltd,9463,Fish and seafood plant workers,46.837425,-64.113384
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",20,South Shore Seafoods Ltd.,9463,Fish and seafood plant workers,46.696448,-64.383974
Prince Edward Island,Taste of India,"Charlottetown, PE C1A 1N4",1,Taste of India,6322,Cooks,46.231867,-63.133969
Prince Edward Island,100556 P.E.I. INC. G W.& R Visser Farms,"Vernon Bridge, PE C0A 2E0",1,100556 P.E.I. INC. G W.& R Visser Farms,8431,General farm workers,46.179,-62.884
Prince Edward Island,7035233 Canada Inc.,"Mount Stewart, PE C0A 1T0",2,7035233 Canada Inc.,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.3396301269531,-62.8716468811035
Prince Edward Island,Arlington Orchards Ltd.,"ARLINGTON, PE C0B 1Y0",6,Arlington Orchards Ltd.,8611,Harvesting labourers,46.5138130187988,-63.9548187255859
Prince Edward Island,Atlantic Grown Organics Inc,"Kensington, PE C0B 1M0",16,Atlantic Grown Organics Inc,8432,Nursery and greenhouse workers,46.43789,-63.63458
Prince Edward Island,FORTUNE BRIDGE FARMS,"SOURIS, PE C0A 2B0",5,FORTUNE BRIDGE FARMS,8431,General farm workers,46.354047,-62.25215
Prince Edward Island,Havenlee Farms Inc.,"Summerside, PE C1N 4J9",4,Havenlee Farms Inc.,8431,General farm workers,46.39208,-63.740224
Prince Edward Island,Jewell's Produce,"York, PE C0A 1P0",7,Jewell's Produce,8431,General farm workers,46.416154,-63.074183
Prince Edward Island,McCardle Bros.,"Kinkora, PE C0B 1N0",4,McCardle Bros.,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,Mol Farms Inc,"Kinkora, PE C0B 1N0",3,Mol Farms Inc,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,Ponds Edge Farm,"Little Pond, PE C0A 2B0",2,Ponds Edge Farm,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.354047,-62.25215
Prince Edward Island,Power Line Pork Inc.,"ALBANY, PE C0B 1A0",2,Power Line Pork Inc.,8431,General farm workers,46.318197,-63.558561
Prince Edward Island,Vanco Farms Ltd,"Mount Albion, PE C1B 0R4",2,Vanco Farms Ltd,8431,General farm workers,46.22192,-62.971058
Prince Edward Island,Victoria Potato Farm Inc,"Crapaud, PE C0A 1J0",6,Victoria Potato Farm Inc,8431,General farm workers,46.24001,-63.50021
Prince Edward Island,W.P.Griffin Inc,"ELMSDALE, PE C0B 1K0",13,W.P.Griffin Inc,8431,General farm workers,46.837426,-64.113384
Nova Scotia,10432423 Canada Limited,"HALIFAX, NS B3J 3R7",1,10432423 Canada Limited,2173,Software engineers and designers,44.6520889,-63.5761473
Nova Scotia,3289828 Nova Scotia Limited o/a CAPITAL AUTO,"lower sackville, NS B4C 2N1",1,3289828 Nova Scotia Limited o/a CAPITAL AUTO,7322,Motor vehicle body repairers,44.754185,-63.662779
Nova Scotia,Collaborate It Solutions Inc.,"Halifax, NS B3J 3N2",1,Collaborate It Solutions Inc.,2171,Information systems analysts and consultants,44.6520116,-63.5760615
Nova Scotia,Connors Transfer Limited,"Stellarton, NS B0K 1S0",12,Connors Transfer Limited,7511,Transport truck drivers,45.5583249,-62.6623249
Nova Scotia,Dalhousie University,"Halifax, NS B3H 4H2",1,Dalhousie University,4011,University professors and lecturers,44.640703,-63.608563
Nova Scotia,Dalhousie University,"HALIFAX, NS B3H 4R2",1,Dalhousie University,0421,Administrators ,44.6370504,-63.5964136
Nova Scotia,Dalhousie University,"HALIFAX, NS B3H 4R2",2,Dalhousie University,4011,University professors and lecturers,44.6370504,-63.5964136
Nova Scotia,Halifax Port Authority,"Halifax, NS B3H 4P8",1,Halifax Port Authority,0016,Senior managers ,44.636329,-63.566996
Nova Scotia,Halterm Container Terminal Limited Partnership,"Halifax, NS B3J 2X1",1,Halterm Container Terminal Limited Partnership,0211,Engineering managers,44.651606,-63.572435
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,0016,Senior managers ,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,0211,Engineering managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",2,Irving Shipbuilding Inc,0911,Manufacturing managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,2173,Software engineers and designers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc.,0113,Purchasing managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",2,Irving Shipbuilding Inc.,0211,Engineering managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",2,Irving Shipbuilding Inc.,2148,"Other professional engineers, n.e.c.",44.66274,-63.590281
Nova Scotia,Mr. Rooter Plumbing,"Middle Sackville, NS B4E 3A8",1,Mr. Rooter Plumbing,7251,Plumbers,44.7927059,-63.71804
Nova Scotia,REVENUEROCKET - ONLINE MARKETING SOLUTIONS INC.,"HALIFAX, NS B3J 3E5",1,REVENUEROCKET - ONLINE MARKETING SOLUTIONS INC.,0016,Senior managers ,44.648416,-63.645986
Nova Scotia,Sattva Food,"HALIFAX, NS B3K 3G9",1,Sattva Food,0015,Senior managers ,44.665349,-63.5965575
Nova Scotia,Seascape Building Maintenance Inc.,"LUCASVILLE, NS B4B 1R8",1,Seascape Building Maintenance Inc.,0015,Senior managers ,44.771675,-63.7176887
Nova Scotia,St. Francis Xavier University,"ANTIGONISH, NS B2G 2W5",1,St. Francis Xavier University,4011,University professors and lecturers,45.621736,-61.992907
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Ubisoft Divertissements Inc.,2172,Database analysts and data administrators,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",4,Ubisoft Divertissements Inc.,2174,Computer programmers and interactive media developers,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2,Ubisoft Divertissements Inc.,5241,Graphic designers and illustrators,44.645046,-63.57027
Nova Scotia,3099794 NS Ltd (Enfield Big Stop),"Enfield, NS B2T 1C8",3,3099794 NS Ltd (Enfield Big Stop),6322,Cooks,44.939685,-63.534989
Nova Scotia,3253587 Nova Scotia Ltd. o/a Thai Ivory Cuisine,"Halifax, NS B4A 1B5",2,3253587 Nova Scotia Ltd. o/a Thai Ivory Cuisine,6322,Cooks,44.718731,-63.67415
Nova Scotia,3274912 Nova Scotia Limited,"Timberlea, NS B3T 1B4",1,3274912 Nova Scotia Limited,4214,Early childhood educators and assistants,44.634393,-63.662959
Nova Scotia,A & D Services Ltd.,"New Minas, NS B4N 3K9",2,A & D Services Ltd.,6322,Cooks,45.0562729,-64.4704345
Nova Scotia,Blue Elephant Thai Restaurant,"Bedford, NS B3M 0G2",1,Blue Elephant Thai Restaurant,6322,Cooks,44.6809479,-63.6946774
Nova Scotia,Doraku Foods LTD,"Dartmouth, NS B2W 2L7",1,Doraku Foods LTD,6322,Cooks,44.690606,-63.500427
Nova Scotia,Fung Lum Restaurant Limited,"BEDFORD, NS B4A 4L5",1,Fung Lum Restaurant Limited,6711,"Food counter attendants, kitchen helpers and related support occupations",44.723968,-63.670679
Nova Scotia,Helen's Family Barbershop Ltd.,"HALIFAX, NS B3K 5N6",1,Helen's Family Barbershop Ltd.,6341,Hairstylists and barbers,44.659311,-63.603119
Nova Scotia,Holloway Lodging LP,"HALIFAX, NS B3S 0H9",9,Holloway Lodging LP,6731,Light duty cleaners,44.650415,-63.667125
Nova Scotia,I.L.MACISAAC INVESTMENTS INC.,"bridgewater, NS B4V 2S7",1,I.L.MACISAAC INVESTMENTS INC.,6311,Food service supervisors,44.3825976,-64.5175
Nova Scotia,Jubilee Road Children's Centre,"HALIFAX, NS B3H 2E8",1,Jubilee Road Children's Centre,4214,Early childhood educators and assistants,44.642704,-63.591567
Nova Scotia,Les Entreprises Samson Enterprises Ltee,"Petit De Grat, NS B0E 2L0",3,Les Entreprises Samson Enterprises Ltee,9531,Boat assemblers and inspectors,45.446991,-60.939875
Nova Scotia,Les Entreprises Samson Enterprises Ltee,"Petit De Grat, NS B0E 2L0",3,Les Entreprises Samson Enterprises Ltee,9535,"Plastic products assemblers, finishers and inspectors",45.446991,-60.939875
Nova Scotia,Little Picasso Art Centre Ltd.o/a Little Picasso Daycare & Art Centre,"HALIFAX, NS B3M 4N7",1,Little Picasso Art Centre Ltd.o/a Little Picasso Daycare & Art Centre,4214,Early childhood educators and assistants,44.6700293,-63.6628982
Nova Scotia,Naru Japanese Restaurant (NS) Ltd.,"Sydney, NS B1P 1G8",1,Naru Japanese Restaurant (NS) Ltd.,6322,Cooks,46.135026,-60.192725
Nova Scotia,Papa Marios Pizza Limited,"HALIFAX, NS B3L 4V9",1,Papa Marios Pizza Limited,6322,Cooks,44.646447,-63.617251
Nova Scotia,Sahla Thai Limited,"Truro, NS B2N 1G7",1,Sahla Thai Limited,6322,Cooks,45.36487,-63.279077
Nova Scotia,3226198 Nova Scotia Ltd,"Centreville, NS B0P 1J0",2,3226198 Nova Scotia Ltd,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Allen Farms Limited,"Centreville, NS B0P 1J0",22,Allen Farms Limited,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Apple Lane Farm Inc,"Berwick, NS B0P 1E0",6,Apple Lane Farm Inc,8611,Harvesting labourers,45.090922,-64.823309
Nova Scotia,Birchleigh Farms Ltd,"ROCKLAND, NS B0P 1E0",3,Birchleigh Farms Ltd,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Birchleigh Farms LTD.,"Berwick, NS B0P 1E0",4,Birchleigh Farms LTD.,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Bragg Lumber Company,"Collingwood, NS B0M 1P0",2,Bragg Lumber Company,8431,General farm workers,45.810473,-63.849946
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",20,CAP Farms Inc,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Charles Keddy Farms Limited,"KENTVILLE, NS B4N 3V7",12,Charles Keddy Farms Limited,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Craig Nichols Farms Limited,"Aylesford, NS B0P 1C0",2,Craig Nichols Farms Limited,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",10,Crisp Growers Incorporated,8431,General farm workers,45.090922,-64.823309
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",20,DeLong Farm Products Limited,8431,General farm workers,44.469069,-64.620343
Nova Scotia,Elmridge Farm Ltd,"RR2 Centreville, NS B0P 1J0",2,Elmridge Farm Ltd,8431,General farm workers,45.195976,-64.680474
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",14,G & C Hughes Enterprises Limited,8431,General farm workers,44.7657928466797,-64.4158172607422
Nova Scotia,High Point Orchards Ltd.,"KENTVILLE, NS B4N 3V7",5,High Point Orchards Ltd.,8431,General farm workers,45.067163,-64.547804
Nova Scotia,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",5,J & M Reeves Christmas Greens Limited,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,J&L Oostvogels Farms Inc.,"Antigonish, NS B2G 2J1",2,J&L Oostvogels Farms Inc.,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.6124287,-61.9754247
Nova Scotia,Jost Vineyards Limited,"NORTH SHORE (MALAGASH), NS B0K 1E0",3,Jost Vineyards Limited,8431,General farm workers,45.794472,-63.453043
Nova Scotia,MacGregor Dairy Farm Ltd.,"Churchville, NS B0K 1B0",2,MacGregor Dairy Farm Ltd.,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.430742,-62.606971
Nova Scotia,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",6,Mahoney's Evergreens L.P.,8432,Nursery and greenhouse workers,44.794246,-64.643897
Nova Scotia,Noggins Corner Farm II Ltd.,"Greenwich, NS B4P 2R2",11,Noggins Corner Farm II Ltd.,8431,General farm workers,44.997527,-64.451876
Nova Scotia,Sarsfield Farms Incorporated,"Canning, NS B0P 1H0",5,Sarsfield Farms Incorporated,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Starr Best Farms,"Woodville, NS B0P 1V0",2,Starr Best Farms,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",46,Stirling Fruit Farms (2000) Ltd,8431,General farm workers,44.997527,-64.451876
Nova Scotia,Stirlings Mountainside Farms 2017 Ltd,"Centreville, NS B0P 1J0",1,Stirlings Mountainside Farms 2017 Ltd,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Stokdijk Greenhouses Limited,"Beaver Brook, NS B6L 1H3",12,Stokdijk Greenhouses Limited,8432,Nursery and greenhouse workers,45.3226595,-63.410474
Nova Scotia,Town Plot Orchards Ltd,"Port Williams, NS B0P 1T0",7,Town Plot Orchards Ltd,8431,General farm workers,45.159695,-64.362715
Nova Scotia,Town Plot Orchards Ltd,"Port Williams, NS B0P 1T0",6,Town Plot Orchards Ltd,8611,Harvesting labourers,45.159695,-64.362715
Nova Scotia,Traditional vergreen Tree Farms,"Wileville, NS B4V 5J3",5,Traditional vergreen Tree Farms,8431,General farm workers,44.3663776,-64.5399008
Nova Scotia,Tulip Farm,"PUGWASH, NS B0K 1L0",1,Tulip Farm,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.8656768798828,-63.6681251525879
Nova Scotia,Van Meekeren Farms Limited,"LAKEVILLE, NS B4N 3V7",8,Van Meekeren Farms Limited,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Van Meekeren Farms Ltd.,"LAKEVILLE, NS B4N 3V7",3,Van Meekeren Farms Ltd.,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Dalhousie University,"HALIFAX, NS B3H 4R2",1,Dalhousie University,0421,Administrators ,44.6370504,-63.5964136
Nova Scotia,Eyeread Inc. (Operating as Squiggle Park),"DARTMOUTH, NS B3B 0R8",2,Eyeread Inc. (Operating as Squiggle Park),2175,Web designers and developers,44.7000128,-63.6092812
Nova Scotia,Mindsea Development Incorporated,"HALIFAX, NS B3J 3M8",1,Mindsea Development Incorporated,2174,Computer programmers and interactive media developers,44.647395,-63.5727
Nova Scotia,Nova Scotia Power,"Halifax, NS B3J 2W5",1,Nova Scotia Power,2171,Information systems analysts and consultants,44.648416,-63.645986
Nova Scotia,Peer Ledger Inc.,"Halifax, NS B3H 4P3",2,Peer Ledger Inc.,2173,Software engineers and designers,44.63221,-63.572337
Nova Scotia,"SHIL Technologies, Inc.","Halifax, NS B3J 3N2",3,"SHIL Technologies, Inc.",0213,Computer and information systems managers,44.6520116,-63.5760615
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Ubisoft Divertissements Inc.,0213,Computer and information systems managers,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Ubisoft Divertissements Inc.,2172,Database analysts and data administrators,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",6,Ubisoft Divertissements Inc.,2174,Computer programmers and interactive media developers,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Ubisoft Divertissements Inc.,2175,Web designers and developers,44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2,Ubisoft Divertissements Inc.,5131,"Producers, directors, choreographers and related occupations",44.645046,-63.57027
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",2,Ubisoft Divertissements Inc.,5241,Graphic designers and illustrators,44.645046,-63.57027
New Brunswick,682364 NB INC,"FREDERICTON, NB E3B 8P4",1,682364 NB INC,6211,Retail sales supervisors,45.919542,-66.59722
New Brunswick,682364 NB Inc. o/a Lee's Mini Mart,"FREDERICTON, NB E3B 8P4",1,682364 NB Inc. o/a Lee's Mini Mart,0621,Retail and wholesale trade managers,45.919542,-66.59722
New Brunswick,700827 NB Inc o/a J's Asian Kitchen,"FREDERICTON, NB E3B 1B2",1,700827 NB Inc o/a J's Asian Kitchen,6322,Cooks,45.962829,-66.642999
New Brunswick,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",8,AYR Motor Express Inc.,7511,Transport truck drivers,46.123818,-67.616701
New Brunswick,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",2,Culberson Trucking Ltd.,7511,Transport truck drivers,46.032829,-67.603206
New Brunswick,Elephant Transport Inc.,"SCOUDOUC, NB E4P 1A9",2,Elephant Transport Inc.,7511,Transport truck drivers,46.117245,-64.499995
New Brunswick,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",1,FMI Atlantic Inc.,0631,Restaurant and food service managers,,
New Brunswick,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",5,FMI Atlantic Inc.,6311,Food service supervisors,,
New Brunswick,"Irving Consumer Products, Limited","Dieppe, NB E1A 6X4",1,"Irving Consumer Products, Limited",2233,Industrial engineering and manufacturing technologists and technicians,46.103269,-64.710436
New Brunswick,"Irving Consumer Products, Limited","Dieppe, NB E1A 6X4",1,"Irving Consumer Products, Limited",7242,Industrial electricians,46.103269,-64.710436
New Brunswick,"J.D. Irving, Limited","SAINT JOHN, NB E2L 4M3",1,"J.D. Irving, Limited",2171,Information systems analysts and consultants,45.277029,-66.068461
New Brunswick,"J.D. Irving, Limited - Woodlands Division","Saint John, NB E2L 4Z2",15,"J.D. Irving, Limited - Woodlands Division",8241,Logging machinery operators,45.275652,-66.055638
New Brunswick,JPS Trucking Ltd,"Northampton, NB E7N 1E4",5,JPS Trucking Ltd,7511,Transport truck drivers,46.05162,-67.54977
New Brunswick,McConnell Transport Ltd.,"Jacksonville, NB E7M 3R7",35,McConnell Transport Ltd.,7511,Transport truck drivers,46.104236,-67.606847
New Brunswick,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",4,Murray Enterprises Ltd.,7511,Transport truck drivers,45.7100729,-65.4774611
New Brunswick,Quality Transportation Services (NB) Ltd,"Jacksonville, NB E7M 3S1",7,Quality Transportation Services (NB) Ltd,7511,Transport truck drivers,46.1887576,-67.6071221
New Brunswick,Regional Health Authority B,"Moncton, NB E1C 6Z8",1,Regional Health Authority B,3111,Specialist physicians,46.105777,-64.806836
New Brunswick,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",1,Regional Health Authority B,3111,Specialist physicians,45.275358,-65.97392
New Brunswick,Resson Aerospace,"Fredericton, NB E3B 9W4",1,Resson Aerospace,2173,Software engineers and designers,45.946014,-66.6445579
New Brunswick,Rogers Communications Canada Inc,"Moncton, NB E1C 0G1",2,Rogers Communications Canada Inc,0013,Senior managers ,46.086046,-64.776276
New Brunswick,Sejin Tokyo Ramen Inc. o/a Tokyo Ramen,"FREDERICTON, NB E3B 4K4",1,Sejin Tokyo Ramen Inc. o/a Tokyo Ramen,6322,Cooks,45.93814,-66.634507
New Brunswick,Sunbury Transport Limited,"SAINT JOHN, NB E2L 4H8",30,Sunbury Transport Limited,7511,Transport truck drivers,45.286786,-66.046267
New Brunswick,"Synoptek Canada, Inc","SAINT JOHN, NB E2L 1G2",1,"Synoptek Canada, Inc",0013,Senior managers ,45.272895,-66.062208
New Brunswick,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",1,Tomotachi Sushi Inc,6322,Cooks,45.956064,-66.641561
New Brunswick,WHITE ROCK FREIGHT SERVICES INC,"Moncton, NB E1C 6L9",3,WHITE ROCK FREIGHT SERVICES INC,7511,Transport truck drivers,46.095642,-64.795665
New Brunswick,Yanakee Restaurant Ltd,"MONCTON, NB E1A 6V2",1,Yanakee Restaurant Ltd,6322,Cooks,46.11375,-64.773581
New Brunswick,692059 NB Inc. o/a Osaka Hibachi,"Moncton, NB E1C 1C8",3,692059 NB Inc. o/a Osaka Hibachi,6322,Cooks,46.089418,-64.774155
New Brunswick,699756 NB INC.,"Moncton, NB E1G 1A4",1,699756 NB INC.,6332,Bakers,46.115449,-64.838839
New Brunswick,701381 NB INC.,"Saint John, NB E2M 5V8",1,701381 NB INC.,1241,Administrative assistants,45.241537,-66.102931
New Brunswick,701664 NB Inc,"Dieppe, NB E1A 1P2",1,701664 NB Inc,6322,Cooks,46.0958,-64.746912
New Brunswick,7726848 Canada Ltd. o/a St. Louis Bar & Grill,"MONCTON, NB E1C 2T9",4,7726848 Canada Ltd. o/a St. Louis Bar & Grill,6322,Cooks,46.108404,-64.827252
New Brunswick,Allen's Enterprises inc. o/a Allen's Petro Canada,"TIMBER RIVER, NB E4M 3A1",1,Allen's Enterprises inc. o/a Allen's Petro Canada,6211,Retail sales supervisors,46.210871,-64.256628
New Brunswick,Bathurst Pizza LTD,"Bathurst, NB E2A 2Z4",1,Bathurst Pizza LTD,6322,Cooks,47.634628,-65.672929
New Brunswick,"Botsford Fisheries Ltd., Les Pêcheries Botsford ltée","Cap-Pele, NB E4N 3B3",15,"Botsford Fisheries Ltd., Les Pêcheries Botsford ltée",9463,Fish and seafood plant workers,46.2154693603516,-64.2717361450195
New Brunswick,Bouctouche Bay Inn Inc.,"Bouctouche, NB E4S 2T5",1,Bouctouche Bay Inn Inc.,6322,Cooks,46.464256,-64.704106
New Brunswick,C&A Toner Ltd,"Grand Falls, NB E3Z 2W1",1,C&A Toner Ltd,6311,Food service supervisors,47.0454504,-67.7448011
New Brunswick,Cafe JEG Ruest Inc o/a Tim Hortons,"SAINT LEONARD, NB E7E 2B6",1,Cafe JEG Ruest Inc o/a Tim Hortons,6311,Food service supervisors,47.173416,-67.92347
New Brunswick,Car-rizma Motorsports Limited,"Saint John, NB E2J 2H6",1,Car-rizma Motorsports Limited,7535,Other automotive mechanical installers and servicers,45.291919,-66.042329
New Brunswick,DOWON BROTHERS INC.,"Moncton, NB E1C 5C4",1,DOWON BROTHERS INC.,6311,Food service supervisors,46.089502,-64.780151
New Brunswick,Fenety Convenience Store Ltd,"Waasis, NB E3B 9E1",2,Fenety Convenience Store Ltd,6322,Cooks,45.83305,-66.56387
New Brunswick,Fredericton Fresh Casual Restaurants,"Fredericton, NB E3B 2T7",2,Fredericton Fresh Casual Restaurants,6322,Cooks,45.942852,-66.670254
New Brunswick,JUN REALTY LTD.,"Moncton, NB E1C 5C4",1,JUN REALTY LTD.,6322,Cooks,46.089502,-64.780151
New Brunswick,Moncton Fresh Casual Restaurants Inc.,"Moncton, NB E1G 1A8",2,Moncton Fresh Casual Restaurants Inc.,6322,Cooks,46.121625,-64.847806
New Brunswick,Phillip Ouellette & Sons Ltd.,"PETIT QUAI, NB E4N 2E9",17,Phillip Ouellette & Sons Ltd.,9618,Labourers in fish and seafood processing,46.31508,-64.516637
New Brunswick,R&D Enterprises Limited,"Campbellton, NB E3N 3A9",2,R&D Enterprises Limited,6322,Cooks,48.001904,-66.684471
New Brunswick,Ryancan Foods Inc.,"Sackville, NB E4L 4C3",1,Ryancan Foods Inc.,6322,Cooks,45.907817,-64.370936
