Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Nova Scotia,Alzeer Holdings Inc.,"Halifax, NS B3J 3K3",1,Alzeer Holdings Inc.,6322,Cooks,44.643355,-63.578131
Nova Scotia,Colby House Investments Inc.,"Halifax, NS B3J 3E5",1,Colby House Investments Inc.,0632,Accommodation service managers,44.648416,-63.645986
Nova Scotia,Dalhousie University,"Halifax, NS B3H 4H2",6,Dalhousie University,4011,University professors and lecturers,44.640703,-63.608563
Nova Scotia,Doraku Foods LTD,"Dartmouth, NS B2W 2L7",1,Doraku Foods LTD,0631,Restaurant and food service managers,44.690606,-63.500427
Nova Scotia,GLK Natural Inc.,"Halifax, NS B3J 3E5",1,GLK Natural Inc.,0621,Retail and wholesale trade managers,44.648416,-63.645986
Nova Scotia,Global Spatial Technology Solutions Inc.,"Dartmouth, NS B2Y 4M9",1,Global Spatial Technology Solutions Inc.,2171,Information systems analysts and consultants,44.660305,-63.542698
Nova Scotia,Indo Food Service Ltd.,"Halifax, NS B3J 3T1",1,Indo Food Service Ltd.,0631,Restaurant and food service managers,44.6435521,-63.5782305
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,0016,Senior managers ,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,0211,Engineering managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,0911,Manufacturing managers,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,1122,Professional occupations in business management consulting,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,Irving Shipbuilding Inc,2148,"Other professional engineers, n.e.c.",44.66274,-63.590281
Nova Scotia,Slumber Inn Ltd.,"New Minas, NS B4N 3K8",1,Slumber Inn Ltd.,1211,"Supervisors, general office and administrative support workers",45.0558316,-64.471488
Nova Scotia,Sobeys Inc.,"Stellarton, NS B0K 0A2",1,Sobeys Inc.,6331,"Butchers, meat cutters and fishmongers ",45.574316,-62.656599
Nova Scotia,Techmania Inc.,"Cole Harbour, NS B2V 1E7",1,Techmania Inc.,0013,Senior managers ,44.671402,-63.494685
Nova Scotia,3027059 Nova Scotia Limited,"Elmsdale, NS B2S 1K1",1,3027059 Nova Scotia Limited,6322,Cooks,44.9780011,-63.508262
Nova Scotia,3091914 NS LTD,"HALIFAX, NS B3K 1H8",1,3091914 NS LTD,6315,Cleaning supervisors,44.6529,-63.590404
Nova Scotia,3228133novascotia ltd.,"Yarmouth, NS B5A 2T5",1,3228133novascotia ltd.,6211,Retail sales supervisors,43.8426963,-66.1031255
Nova Scotia,3253587 Nova Scotia Limited,"Bedford, NS B4A 1B5",3,3253587 Nova Scotia Limited,6322,Cooks,44.718731,-63.67415
Nova Scotia,3274876 Nova Scotia Ltd,"Clarks Harbour, NS B0W 1P0",7,3274876 Nova Scotia Ltd,9618,Labourers in fish and seafood processing,43.462969,-65.650454
Nova Scotia,3315886 Nova Scotia Limited,"Halifax, NS B3J 1N9",1,3315886 Nova Scotia Limited,6562,"Estheticians, electrologists and related occupations",44.649148,-63.575196
Nova Scotia,3318503 Nova Scotia Limited o/a Greco Antigonish,"Antigonish, NS B2G 1R6",2,3318503 Nova Scotia Limited o/a Greco Antigonish,6322,Cooks,45.61581,-62.00145
Nova Scotia,3323091 Nova Scotia Ltd.,"Truro, NS B2N 4Z6",1,3323091 Nova Scotia Ltd.,6312,Executive housekeepers,45.359649,-63.290421
Nova Scotia,3324608 novascotia limited,"halifax, NS B3K 1Z7",1,3324608 novascotia limited,6311,Food service supervisors,44.662383,-63.598733
Nova Scotia,3327191 Nova Scotia Limited,"Upper Tantallon, NS B3Z 1E2",1,3327191 Nova Scotia Limited,6322,Cooks,44.6879635,-63.8757104
Nova Scotia,8720568 CANADA INC.,"DARTMOUTH, NS B2W 2N3",2,8720568 CANADA INC.,6322,Cooks,44.670924,-63.506266
Nova Scotia,Apple Valley Foods Inc,"Kentville, NS B4N 3V7",24,Apple Valley Foods Inc,9617,"Labourers in food, beverage and associated products processing",45.067163,-64.547804
Nova Scotia,Buta Ramen Inc.,"Halifax, NS B3J 1B3",1,Buta Ramen Inc.,6322,Cooks,44.641991,-63.570289
Nova Scotia,Clarks Harbour Seafood Ltd,"Clarks Harbour, NS B0W 1P0",15,Clarks Harbour Seafood Ltd,9618,Labourers in fish and seafood processing,43.462969,-65.650454
Nova Scotia,Curtmar Farms Limited,"Fort Ellis, NS B0N 2J0",1,Curtmar Farms Limited,6331,"Butchers, meat cutters and fishmongers ",45.1884755,-63.3253614
Nova Scotia,Farmhouse Bakery Ltd.,"Falmouth, NS B0P 1L0",2,Farmhouse Bakery Ltd.,6332,Bakers,44.997485,-64.160143
Nova Scotia,Little Picasso Art Centre Ltd,"Halifax, NS B3M 4N7",1,Little Picasso Art Centre Ltd,4214,Early childhood educators and assistants,44.6700293,-63.6628982
Nova Scotia,Merex Incorporated,"Halifax, NS B3H 4N4",2,Merex Incorporated,9463,Fish and seafood plant workers,44.637704,-63.565763
Nova Scotia,Naji Fine Foods Ltd.,"Halifax, NS B3S 1P9",3,Naji Fine Foods Ltd.,6322,Cooks,44.67182,-63.676146
Nova Scotia,Slumber Inn Ltd.,"New Minas, NS B4N 3K8",1,Slumber Inn Ltd.,6311,Food service supervisors,45.0558316,-64.471488
Nova Scotia,Sobeys Inc.,"Stellarton, NS B0K 0A2",1,Sobeys Inc.,6331,"Butchers, meat cutters and fishmongers ",45.574316,-62.656599
Nova Scotia,Song's Korean Restaurant,"Halifax, NS B3L 1A4",1,Song's Korean Restaurant,6322,Cooks,44.645526,-63.596843
Nova Scotia,STAT CARE HEALTH SERVICES INC.,"Halifax, NS B3K 4S6",1,STAT CARE HEALTH SERVICES INC.,3413,"Nurse aides, orderlies and patient service associates",44.665549,-63.61107
Nova Scotia,Yellow Leaf Restaurant LTD,"Kingston, NS B0P 1R0",1,Yellow Leaf Restaurant LTD,6322,Cooks,45.074551,-64.720682
Nova Scotia,Allen Farms Limited,"Centreville, NS B0P 1J0",28,Allen Farms Limited,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Apple Lane Farm Inc,"Berwick, NS B0P 1E0",6,Apple Lane Farm Inc,8611,Harvesting labourers,45.090922,-64.823309
Nova Scotia,Barteaux Farms Ltd,"Moschelle, NS B0S 1A0",2,Barteaux Farms Ltd,8431,General farm workers,44.74364,-65.51801
Nova Scotia,Beech Hill Farm Ltd,"Princeport, NS B6L 1R2",1,Beech Hill Farm Ltd,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.2952475,-63.4620024
Nova Scotia,Best Farms Ltd,"Woodville, NS B0P 1V0",2,Best Farms Ltd,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Birchleigh Farms LTD.,"Berwick, NS B0P 1E0",10,Birchleigh Farms LTD.,8431,General farm workers,45.090922,-64.823309
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",17,CAP Farms Inc,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Charles Keddy Farms Limited,"Kentville, NS B4N 3V7",45,Charles Keddy Farms Limited,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Craig Nichols Farms Limited,"Aylesford, NS B0P 1C0",49,Craig Nichols Farms Limited,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",26,Crisp Growers Incorporated,8431,General farm workers,45.090922,-64.823309
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",20,DeLong Farm Products Limited,8432,Nursery and greenhouse workers,44.469069,-64.620343
Nova Scotia,Evangeline Orchards Limited,"Port Williams, NS B0P 1T0",3,Evangeline Orchards Limited,8431,General farm workers,45.159695,-64.362715
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",22,G & C Hughes Enterprises Limited,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,G.A.R. Tree Farms Ltd,"Barss Corner, NS B0R 1A0",14,G.A.R. Tree Farms Ltd,8432,Nursery and greenhouse workers,44.6241188049316,-64.6746444702148
Nova Scotia,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",4,J & M Reeves Christmas Greens Limited,8431,General farm workers,44.7657928466797,-64.4158172607422
Nova Scotia,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",2,J & M Reeves Christmas Greens Limited,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,LUTZ FAMILY FARM LTD,"Berwick, NS B0P 1E0",4,LUTZ FAMILY FARM LTD,8431,General farm workers,45.090922,-64.823309
Nova Scotia,McConnell-Gordon Estates Ltd.,"Wolfville, NS B4P 2R1",6,McConnell-Gordon Estates Ltd.,8431,General farm workers,45.013938,-64.403589
Nova Scotia,Perfect Berries Ltd.,"Berwick, NS B0P 1E0",50,Perfect Berries Ltd.,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Power Farms Inc.,"RR#2 Canning, NS B0P 1H0",16,Power Farms Inc.,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",4,Reimer Gardens Inc.,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Sarsfield Farms Incorporated,"Kentville, NS B4N 3V7",6,Sarsfield Farms Incorporated,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Spurr Brothers Farms Ltd,"Melvern Square, NS B0P 1R0",4,Spurr Brothers Farms Ltd,8431,General farm workers,45.074551,-64.720682
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",50,Stirling Fruit Farms (2000) Ltd,8431,General farm workers,44.997527,-64.451876
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",2,Stirling Fruit Farms (2000) Ltd,8432,Nursery and greenhouse workers,44.997527,-64.451876
Nova Scotia,Stokdijk Greenhouses Ltd,"Beaver Brook, NS B6L 1H3",14,Stokdijk Greenhouses Ltd,8432,Nursery and greenhouse workers,45.3226595,-63.410474
Nova Scotia,T.K. Palmer & Sons Contracting Inc.,"Kentville, NS B0P 1C0",12,T.K. Palmer & Sons Contracting Inc.,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Thiessen Farm Ltd.,"Grafton, NS B0P 1V0",6,Thiessen Farm Ltd.,8431,General farm workers,45.1708349,-64.7669826
Nova Scotia,Town Plot Orchards Ltd.,"Port Williams, NS B0P 1T0",21,Town Plot Orchards Ltd.,8611,Harvesting labourers,45.159695,-64.362715
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",9,Van Meekeren Farms Ltd.,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",4,Van Meekeren Farms Ltd.,8611,Harvesting labourers,45.067163,-64.547804
Nova Scotia,Walsh Farms Inc.,"Rockland, NS B0P 1E0",12,Walsh Farms Inc.,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Wohlgemuth Farms Ltd.,"Aylesford, NS B0P 1C0",3,Wohlgemuth Farms Ltd.,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Mindsea Development Incorporated,"Halifax, NS B3J 3M8",2,Mindsea Development Incorporated,2175,Web designers and developers,44.647395,-63.5727
Nova Scotia,Sona Nanotech Inc.,"Halifax, NS B3J 3R7",1,Sona Nanotech Inc.,0013,Senior managers ,44.6520889,-63.5761473
New Brunswick,661989 NB Limited,"Saint John, NB E2J 2S6",1,661989 NB Limited,0631,Restaurant and food service managers,45.311857,-66.020505
New Brunswick,700827 NB Inc o/a J's Asian Kitchen-Main Street,"Fredericton, NB E3A 1C8",1,700827 NB Inc o/a J's Asian Kitchen-Main Street,0631,Restaurant and food service managers,45.978759,-66.654579
New Brunswick,700827 NB Inc o/a J's Asian Kitchen-Main Street,"Fredericton, NB E3A 1C8",2,700827 NB Inc o/a J's Asian Kitchen-Main Street,6322,Cooks,45.978759,-66.654579
New Brunswick,Ayla Construction & Contracting (New Brunswick),"Saint John, NB E2L 4V1",1,Ayla Construction & Contracting (New Brunswick),0016,Senior managers ,45.274309,-66.060989
New Brunswick,AYR Motor Express Inc,"Woodstock, NB E7M 4G2",10,AYR Motor Express Inc,7511,Transport truck drivers,46.123818,-67.616701
New Brunswick,Couche-Tard Inc,"Moncton, NB E1C 5Y6",1,Couche-Tard Inc,6211,Retail sales supervisors,46.08804,-64.788626
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",2,FMI Atlantic Inc.,6311,Food service supervisors,46.165002,-67.595162
New Brunswick,FMI National Inc,"Woodstock, NB E7M 5G5",1,FMI National Inc,6311,Food service supervisors,46.165002,-67.595162
New Brunswick,Midland Transport Limited,"Dieppe, NB E1A 6X4",1,Midland Transport Limited,0016,Senior managers ,46.103269,-64.710436
New Brunswick,Moosehorn trucking Ltd.,"Penobsquis, NB E4G 2A5",1,Moosehorn trucking Ltd.,7511,Transport truck drivers,45.826764,-65.359752
New Brunswick,Murray Enterprises Ltd.,"sussex corner, NB E4E 2Y5",2,Murray Enterprises Ltd.,7511,Transport truck drivers,45.7100729,-65.4774611
New Brunswick,OM SHREE SAI BABA INVESTMENT LTD.,"MIRAMICHI, NB E1V 2S6",1,OM SHREE SAI BABA INVESTMENT LTD.,1221,Administrative officers,46.997926,-65.565381
New Brunswick,Quality Transportation services NB ltd,"Jacksonville, NB E7M 3S1",5,Quality Transportation services NB ltd,7511,Transport truck drivers,46.1887576,-67.6071221
New Brunswick,Regional Health Authority B,"Moncton, NB E1C 6Z8",1,Regional Health Authority B,3111,Specialist physicians,46.105777,-64.806836
New Brunswick,"Synoptek Canada, Inc.","Saint John, NB E2L 1G2",1,"Synoptek Canada, Inc.",2171,Information systems analysts and consultants,45.272895,-66.062208
New Brunswick,Water Blasting & Vacuums Services inc.,"Edmundston, NB E3V 3K5",1,Water Blasting & Vacuums Services inc.,7322,Motor vehicle body repairers,47.395252,-68.353328
New Brunswick,World Wide Atlantic Freight Inc,"Scoudouc, NB E4P 3N6",5,World Wide Atlantic Freight Inc,7511,Transport truck drivers,46.169365,-64.583078
New Brunswick,502005 NB Limited,"Woodstock, NB E7M 5G5",1,502005 NB Limited,6322,Cooks,46.165002,-67.595162
New Brunswick,611179 NB Inc.,"Moncton, NB E1G 2W5",1,611179 NB Inc.,6312,Executive housekeepers,46.133307,-64.88621
New Brunswick,618479 NB INc,"Bouctouche, NB E4S 3J7",1,618479 NB INc,6311,Food service supervisors,46.471501,-64.723335
New Brunswick,661989 NB Limited,"Saint John, NB E2J 2S6",2,661989 NB Limited,6311,Food service supervisors,45.311857,-66.020505
New Brunswick,662053 NB Inc.,"Saint John, NB E2P 1K2",1,662053 NB Inc.,6211,Retail sales supervisors,45.247647,-66.003261
New Brunswick,671348 N.B. INC.,"MONCTON, NB E1C 1E3",1,671348 N.B. INC.,6322,Cooks,46.089078,-64.775165
New Brunswick,679283 NB INC.,"RIVERVIEW, NB E1B 0J6",1,679283 NB INC.,6322,Cooks,46.0655,-64.8100599
New Brunswick,689773 Nb Ltd.,"Oromocto, NB E2V 4R3",1,689773 Nb Ltd.,6211,Retail sales supervisors,45.982009,-66.655187
New Brunswick,690944 NB INC.,"MONCTON, NB E1C 1G1",1,690944 NB INC.,6311,Food service supervisors,46.088252,-64.778773
New Brunswick,697131 NB INC.,"MONCTON, NB E1G 2H9",1,697131 NB INC.,6322,Cooks,46.119863,-64.849437
New Brunswick,698075 NB Ltd.,"Shediac, NB E4P 2G1",1,698075 NB Ltd.,6322,Cooks,46.2193411,-64.5414378
New Brunswick,699756 NB INC.,"Moncton, NB E1G 1A4",1,699756 NB INC.,6322,Cooks,46.115449,-64.838839
New Brunswick,701664 NB Inc,"Dieppe, NB E1A 1P2",1,701664 NB Inc,6311,Food service supervisors,46.0958,-64.746912
New Brunswick,702326 NB Inc.,"Cap-Pele, NB E4N 1C9",1,702326 NB Inc.,6322,Cooks,46.215877,-64.289959
New Brunswick,706806 NB Ltd.,"Moncton, NB E1C 1E4",1,706806 NB Ltd.,6322,Cooks,46.088929,-64.775636
New Brunswick,707326 NB Inc.,"Moncton, NB E1G 1A5",1,707326 NB Inc.,6322,Cooks,46.117634,-64.84099
New Brunswick,A.R. Rietzel Landscaping Ltd.,"Lutes Mountain, NB E1G 2T5",2,A.R. Rietzel Landscaping Ltd.,7611,Construction trades helpers and labourers,46.1198453,-64.9106755
New Brunswick,A.R. Rietzel Landscaping Ltd.,"Lutes Mountain, NB E1G 2T5",1,A.R. Rietzel Landscaping Ltd.,8612,Landscaping and grounds maintenance labourers,46.1198453,-64.9106755
New Brunswick,Boaz Japanese & Korean Restaurant,"Rothesay, NB E2E 2N6",1,Boaz Japanese & Korean Restaurant,6322,Cooks,45.39212,-65.98944
New Brunswick,Caraquet Pizza Inc.,"Caraquet, NB E1W 1B8",1,Caraquet Pizza Inc.,6322,Cooks,47.794691,-64.93641
New Brunswick,Corey Craig Ltd,"Moncton, NB, NB E1C 1E3",4,Corey Craig Ltd,6311,Food service supervisors,46.089078,-64.775165
New Brunswick,Despres Fisheries Ltd.,"Petit-Cap, NB E4N 2G6",3,Despres Fisheries Ltd.,9463,Fish and seafood plant workers,46.223774,-64.538469
New Brunswick,Dimitri's Souvlaki INC,"Fredericton, NB E3B 1E4",1,Dimitri's Souvlaki INC,6322,Cooks,45.962936,-66.646021
New Brunswick,Elphege & Norbert Leblanc Ltd,"Petit Cap, NB E4N 2E8",18,Elphege & Norbert Leblanc Ltd,9463,Fish and seafood plant workers,46.314749,-64.515918
New Brunswick,exdy synergy inc.,"Moncton, NB E1C 5C2",1,exdy synergy inc.,6322,Cooks,46.084718,-64.778158
New Brunswick,Fenety Convenience Store Ltd,"Waasis, NB E3B 9E1",1,Fenety Convenience Store Ltd,6322,Cooks,45.83305,-66.56387
New Brunswick,Gaston's Catering (2008) Inc.,"Moncton, NB E1E 4C6",1,Gaston's Catering (2008) Inc.,6322,Cooks,46.08544,-64.83905
New Brunswick,Kingsway Restaurant Inc.,"Miramichi, NB E1V 1L5",1,Kingsway Restaurant Inc.,6322,Cooks,46.993139,-65.572987
New Brunswick,LEU'S MARKET INC.,"ST. GEORGE, NB E5C 3H9",1,LEU'S MARKET INC.,6332,Bakers,45.131913,-66.82528
New Brunswick,Michel & Charles LeBlanc Fisheries Ltd,"Cap-Pele, NB E4N 1V2",7,Michel & Charles LeBlanc Fisheries Ltd,9463,Fish and seafood plant workers,46.233567,-64.258002
New Brunswick,Mott Enterprises,"Willow Grove, NB E2S 1G7",1,Mott Enterprises,6322,Cooks,45.3327876,-65.8367332
New Brunswick,Mountain road Pizzeria Inc.,"Miramichi, NB E1V 5Z5",1,Mountain road Pizzeria Inc.,6311,Food service supervisors,47.034627,-65.501079
New Brunswick,Porter's Diner Ltd.,"Hanwell, NB E3B 2B3",1,Porter's Diner Ltd.,6322,Cooks,45.955492,-66.655586
New Brunswick,Restaurant la Sagouine,"Bouctouche, NB E4S 3E7",1,Restaurant la Sagouine,6322,Cooks,46.482558,-64.727468
New Brunswick,Taj Indian Cuisine Inc.,"Moncton, NB E1C 1G4",1,Taj Indian Cuisine Inc.,6322,Cooks,46.087961,-64.780013
New Brunswick,Taste of Homeland Inc,"Moncton, NB E1C 2T4",1,Taste of Homeland Inc,6331,"Butchers, meat cutters and fishmongers ",46.105868,-64.822183
New Brunswick,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",2,Tomotachi Sushi Inc,6322,Cooks,45.956064,-66.641561
New Brunswick,Vical Hospitality Ltd,"Sackville, NB E4L 1A1",1,Vical Hospitality Ltd,6322,Cooks,45.899259,-64.368361
New Brunswick,Zoa Mansu B.B.Q Inc,"Dieppe, NB E1A 1G1",1,Zoa Mansu B.B.Q Inc,6322,Cooks,46.088634,-64.736314
New Brunswick,"Jolly Farmer Products, Inc.","Northampton, NB E7N 1R6",38,"Jolly Farmer Products, Inc.",8432,Nursery and greenhouse workers,46.053925,-67.549314
New Brunswick,Les Petits Fruits de Pré-d'en-Haut Inc.,"Memramcook, NB E4K 1K8",4,Les Petits Fruits de Pré-d'en-Haut Inc.,8431,General farm workers,45.968083,-64.605089
New Brunswick,M&S Wild Blueberry Farms Ltd.,"Kouchibouguac, NB E4X 1L7",8,M&S Wild Blueberry Farms Ltd.,8431,General farm workers,46.7804571,-65.0902361
New Brunswick,Royal Gardens 2012 Ltd.,"Penobsquis, NB E4G 2C5",14,Royal Gardens 2012 Ltd.,8432,Nursery and greenhouse workers,45.77192,-65.39275
New Brunswick,Slocum's Farm Fresh Produce Ltd.,"Waterborough, NB E4C 2Y3",2,Slocum's Farm Fresh Produce Ltd.,8431,General farm workers,45.92795,-65.98819
New Brunswick,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",5,Verger Belliveau Orchard ltd.,8431,General farm workers,45.949971,-64.628396
New Brunswick,Verger Belliveau Orchard ltd.,"Memramcook, NB E4K 2S6",19,Verger Belliveau Orchard ltd.,8611,Harvesting labourers,45.949971,-64.628396
New Brunswick,Yuvi Farm Inc,"Cap-Pelé, NB E4N 2C5",2,Yuvi Farm Inc,8431,General farm workers,46.21672,-64.299742
New Brunswick,AllTech Consulting Services Inc.,"Saint John, NB E2L 4S6",1,AllTech Consulting Services Inc.,2173,Software engineers and designers,45.281181,-66.053192
New Brunswick,AV Group NB Inc.,"Nackawic, NB E6G 1W4",1,AV Group NB Inc.,2171,Information systems analysts and consultants,46.01099,-67.23065
Quebec,10231100 Canada Inc,"Saint Laurent, QC H4T 1W5",1,10231100 Canada Inc,6222,Retail and wholesale buyers,45.481743,-73.703218
Quebec,10239232 Canada Inc.,"Montréal, QC H2R 1W9",1,10239232 Canada Inc.,0601,Corporate sales managers,45.537093,-73.625111
Quebec,11034936 Canada Inc.,"Gatineau, QC J8Y 3R7",1,11034936 Canada Inc.,1112,Financial and investment analysts,45.4361575,-75.7320875
Quebec,11211889 Canada Inc.,"Rouyn-Noranda, QC J9X 2H8",2,11211889 Canada Inc.,7312,Heavy,48.241843,-79.031321
Quebec,155030 Canada Inc.,"Montréal, QC H4A 1G2",1,155030 Canada Inc.,1225,Purchasing agents and officers,45.472305,-73.625749
Quebec,177786 Canada inc.,"Gatineau, QC J8T 3R6",1,177786 Canada inc.,7322,Motor vehicle body repairers,45.483159,-75.612702
Quebec,2737-2846 Québec Inc.,"Drummondville, QC J2B 1T7",1,2737-2846 Québec Inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.84757,-72.448751
