Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Incorporated Status,Approved LMIA,Latitude,Longitude
Newfoundland and Labrador,Five Corners Inc.,"St. John's, NL A1C 1E3",1,Low Wage,0631,Restaurant and food service managers,Unknown,1,47.57172,-52.697502
Newfoundland and Labrador,Good fortune Food Industry Inc.,"St. John’s, NL A1B 1W2",3,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,3,47.559305,-52.75189
Newfoundland and Labrador,Green Seafoods Limited,"Winterton, NL A0B 3M0",4,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,47.959951,-53.330764
Newfoundland and Labrador,JBP Holdings Inc.,"Mount Pearl, NL A1N 5K8",7,Low Wage,6341,Hairstylists and barbers,Unknown,2,47.519571,-52.811342
Newfoundland and Labrador,Ocean Choice International,"St. John's, NL A1B 3N4",90,Low Wage,9463,Fish and seafood plant workers,Unknown,2,47.540271,-52.783174
Newfoundland and Labrador,People's Food Inc.,"ST.JOHN'S, NL A1B 0A2",1,Low Wage,6322,Cooks,Unknown,1,47.550575,-52.746072
Newfoundland and Labrador,Quinlan Brothers Ltd.,"Bay de Verde, NL A0A 1E0",45,Low Wage,9463,Fish and seafood plant workers,Unknown,1,48.086656,-52.894291
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",1,Low Wage,1414,Receptionists,Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",167,Low Wage,9463,Fish and seafood plant workers,Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",1,Low Wage,9465,"Testers and graders, food, beverage and associated products processing",Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",30,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,TTSJ Holdings Ltd,"Lethbridge, NL A0C 1V0",1,Low Wage,6332,Bakers,Unknown,1,48.336806,-53.916728
Newfoundland and Labrador,Cornerstone Farm Ltd.,"Cormack, NL A8A 2P8",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.282213,-57.420854
Newfoundland and Labrador,J & C Sod Farm Ltd.,"Bay Bulls, NL A0A 1C0",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,47.403988,-52.79987
Newfoundland and Labrador,J & C Sod Farm Ltd.,"Bay Bulls, NL A0A 1C0",1,Primary Agriculture,8431,General farm workers,Unknown,1,47.403988,-52.79987
Newfoundland and Labrador,Lester's Farm Market,"St. John's, NL A1E 6J4",18,Primary Agriculture,8431,General farm workers,Unknown,2,47.5204756,-52.766562
Newfoundland and Labrador,Lone Pine Farm,"Bishop's Falls, NL A0H 1C0",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.010570526123,-55.4957237243652
Newfoundland and Labrador,Pinedale Farms Ltd.,"Terra Nova, NL A0C 1L0",3,Primary Agriculture,8431,General farm workers,Unknown,1,48.438006,-54.013769
Newfoundland and Labrador,Rolling Acres Farm,"Bishop's Falls, NL A0H 1C0",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.010570526123,-55.4957237243652
Newfoundland and Labrador,Sunrise Dairy Ltd,"Musgravetwon, NL A0C 1Z0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,48.399273,-53.927275
Prince Edward Island,Malpeque Bay Oyster Farms Ltd,"Ellerslie-Bideford, PE C0B 1J0",2,High Wage,8613,Aquaculture and marine harvest labourers,Unknown,1,46.436914,-63.640968
Prince Edward Island,ACADIAN SUPREME INC.,"Wellington, PE C0B 2E0",25,Low Wage,9463,Fish and seafood plant workers,Unknown,1,46.450806,-63.99892
Prince Edward Island,Asia Food Stock Inc,"Summerside, PE C1N 5P1",2,Low Wage,6211,Retail sales supervisors,Unknown,1,46.389682,-63.789834
Prince Edward Island,Atlantic Aqua Farms Ltd,"Orwell Cove, PE C0A 2E0",25,Low Wage,8613,Aquaculture and marine harvest labourers,Unknown,1,46.179,-62.884
Prince Edward Island,Atlantic Beef Products Inc.,"Albany, PE C0B 1A0",15,Low Wage,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,46.318197,-63.558561
Prince Edward Island,Bill and Stanley Oyster Company Inc.,"Orwell Cove, PE C0A 2E0",10,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,46.179,-62.884
Prince Edward Island,Charlottetown Fresh Casual Restaurants Inc.,"Charlottetown, PE C1A 4M9",2,Low Wage,6311,Food service supervisors,Unknown,1,46.24286,-63.1328575
Prince Edward Island,Dynasty Restaurant Inc.,"Montague, PE C0A 1R0",2,Low Wage,6322,Cooks,Unknown,1,46.1637,-62.64674
Prince Edward Island,Five Star Shellfish Inc.,"ELLERSLIE, PE C0B 1J0",2,Low Wage,9463,Fish and seafood plant workers,Unknown,1,46.436914,-63.640968
Prince Edward Island,L&S Marketing (2006) Ltd.,"Tignish, PE C0B 2B0",6,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,46.9756355285645,-64.0738525390625
Prince Edward Island,Malpeque Bay Oyster Farms Ltd,"Ellerslie-Bideford, PE C0B 1J0",3,Low Wage,8613,Aquaculture and marine harvest labourers,Unknown,1,46.436914,-63.640968
Prince Edward Island,Maritime Select Lobster Inc.,"Alberton, PE C0B 1B0",8,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,46.837425,-64.113384
Prince Edward Island,North Lake Fisheries (2013) Inc.,"Elmira, PE C0A 1K0",120,Low Wage,9463,Fish and seafood plant workers,Unknown,3,46.449397,-62.123169
Prince Edward Island,Piccottcare Familia Services Inc.,"Charlottetown, PE C1A 0E3",1,Low Wage,6322,Cooks,Unknown,1,46.2365989685059,-63.1281394958496
Prince Edward Island,PRINCESS NAILS,"CHARLOTTETOWN, PE C1A 8K3",1,Low Wage,6562,"Estheticians, electrologists and related occupations",Unknown,1,46.2486419,-63.1366938
Prince Edward Island,Punjabi Bites Restaurant,"Charlottetown, PE C1A 4L1",1,Low Wage,6311,Food service supervisors,Unknown,1,46.235994,-63.12763
Prince Edward Island,RWL Holdings,"New Annan, PE C0B 1M0",8,Low Wage,7452,Material handlers,Unknown,1,46.43789,-63.63458
Prince Edward Island,101497 PEI Inc,"Cherry Valley, PE C0A 2E0",10,Primary Agriculture,8431,General farm workers,Unknown,1,46.179,-62.884
Prince Edward Island,Atlantic Grown Organics Inc,"Spring Valley, PE C0B 1M0",1,Primary Agriculture,0822,Managers in horticulture,Unknown,1,46.43789,-63.63458
Prince Edward Island,Atlantic Grown Organics Inc,"Spring Valley, PE C0B 1M0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.43789,-63.63458
Prince Edward Island,Atlantic Grown Organics Inc,"Spring Valley, PE C0B 1M0",5,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1,46.43789,-63.63458
Prince Edward Island,Birch Farms Ltd.,"Summerside, PE C1N 4J9",8,Primary Agriculture,8431,General farm workers,Unknown,2,46.39208,-63.740224
Prince Edward Island,Brookfield Gardens Inc,"Brookfield, PE C0A 1Y0",13,Primary Agriculture,8431,General farm workers,Unknown,1,46.203797,-63.266232
Prince Edward Island,BUNNY BURROW VEGETABLE CO. LTD,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,2,46.344061,-63.548072
Prince Edward Island,Dalmeny Farms,"Montague, PE C0A 1R0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.1637,-62.64674
Prince Edward Island,Eastern Exporters Limited,"Souris, PE C0A 2B0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.354047,-62.25215
Prince Edward Island,Eastern Exporters Limited,"Souris, PE C0A 2B0",1,Primary Agriculture,8611,Harvesting labourers,Unknown,1,46.354047,-62.25215
Prince Edward Island,Eastern Farms Ltd,"Pownal, PE C1B 3S5",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.2083523,-63.0759984
Prince Edward Island,HILLTOP PRODUCE LTD,"Kinkora, PE C0B 1N0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Hy-Croft Farms Inc.,"Summerside, PE C1N 4V4",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.423011,-63.800596
Prince Edward Island,Indian River Farms,"Indian River, PE C0B 1M0",4,Primary Agriculture,8431,General farm workers,Unknown,2,46.43789,-63.63458
Prince Edward Island,Island Seed Farm Inc.,"Kinkora, PE C0B 1N0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Jewell's of Prince Edward Island Inc,"York RR, PE C0A 1P0",11,Primary Agriculture,8431,General farm workers,Unknown,1,46.416154,-63.074183
Prince Edward Island,Kyle Murray Farms,"Albany, PE C0B 1A0",2,Primary Agriculture,8431,General farm workers,Sole Proprietorship,1,46.318197,-63.558561
Prince Edward Island,Matos Winery Inc.,"St. Catherines, PE C0A 1H1",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.210462,-63.228876
Prince Edward Island,MGS Holdings & Distribution Ltd.,"Alberton, PE C0B 1B0",54,Primary Agriculture,8431,General farm workers,Unknown,4,46.837425,-64.113384
Prince Edward Island,Mol Farms Inc.,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,2,46.344061,-63.548072
Prince Edward Island,Pure Pork Genetics Ltd.,"Montague, PE C0A 1R0",4,Primary Agriculture,8431,General farm workers,Unknown,1,46.1637,-62.64674
Prince Edward Island,Smith Farms Ltd.,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,URBAINVILLE FARMS,"Wellington, PE C0B 2E0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.450806,-63.99892
Prince Edward Island,Vanco Farms Ltd.,"Mount Albion, PE C1B 0R4",145,Primary Agriculture,8431,General farm workers,Unknown,4,46.22192,-62.971058
Prince Edward Island,Verdant LLC,"Cardigan, PE C0A 1G0",7,Primary Agriculture,8431,General farm workers,Unknown,1,46.23224,-62.6332767
Prince Edward Island,W.P.  Griffin Inc.,"Elmsdale, PE C0B 1K0",3,Primary Agriculture,8431,General farm workers,Unknown,1,46.837426,-64.113384
Prince Edward Island,Weeksdale Holstein INC,"Breadalbane, PE C0A 1E0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.425984,-63.492215
Nova Scotia,REDspace Inc.,"Bedford, NS B4A 3Y4",1,Global Talent Stream,2174,Computer programmers and interactive media developers,Corporation,1,44.733105,-63.655979
Nova Scotia,3059308 Nova Scotia Ltd. o/a HI Dartmouth,"Dartmouth, NS B2Y 1N3",1,High Wage,6313,"Accommodation, travel, tourism and related services supervisors",Unknown,1,44.679288,-63.550994
Nova Scotia,3284316 Nova Scotia Limited,"Boularderie East, NS B1X 1J6",1,High Wage,6313,"Accommodation, travel, tourism and related services supervisors",Unknown,1,46.237161,-60.474357
Nova Scotia,3289828 NS LTD,"SACKVILLE, NS B4C 2N1",1,High Wage,7322,Motor vehicle body repairers,Unknown,1,44.754185,-63.662779
Nova Scotia,4325445 NOVA SCOTIA LIMITED,"NEW MINAS, NS B4N 0E4",2,High Wage,0631,Restaurant and food service managers,Unknown,1,45.069465,-64.491727
Nova Scotia,Anytime Freight Service Inc.,"Truro, NS B2N 1G3",3,High Wage,7511,Transport truck drivers,Unknown,1,45.365514,-63.284811
Nova Scotia,Boomeralert Inc.,"Porters Lake, NS B3E 1L8",1,High Wage,1241,Administrative assistants,Unknown,1,44.7428245,-63.3031873
Nova Scotia,Cabot Links,"Inverness, NS B0E 1N0",1,High Wage,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,46.207819,-61.185472
Nova Scotia,Cambridge Financial Corporation Ltd,"Halifax, NS B3N 2T1",1,High Wage,1311,Accounting technicians and bookkeepers,Unknown,1,44.657529,-63.63232
Nova Scotia,COLLABORATE IT SOLUTIONS INC,"Halifax, NS B3J 3N2",1,High Wage,2174,Computer programmers and interactive media developers,Unknown,1,44.6520116,-63.5760615
Nova Scotia,Dexter Construction Company Ltd.,"Bedford, NS B4A 3Z2",10,High Wage,7521,Heavy equipment operators (except crane),Unknown,1,44.71004,-63.681667
Nova Scotia,Dmflix Ltd.,"Dartmouth, NS B2W 1B9",2,High Wage,6211,Retail sales supervisors,Unknown,1,44.646539,-63.538212
Nova Scotia,EXPERT CRACK & CONCRETE REPAIRS LIMITED,"Dartmouth, NS B2V 1Z1",3,High Wage,7282,Concrete finishers,Unknown,1,44.660497,-63.486051
Nova Scotia,Fantasy beauty Studio inc,"Halifax, NS B3H 2P6",1,High Wage,1241,Administrative assistants,Unknown,1,44.639525,-63.568835
Nova Scotia,Five Star Metals Inc.,"Upper Sackville, NS B4E 3C6",3,High Wage,7611,Construction trades helpers and labourers,Unknown,1,44.820758,-63.775974
Nova Scotia,Grind Contracting LTD,"East Lawerencetown, NS B2Z 1P1",1,High Wage,7291,Roofers and shinglers,Unknown,1,44.668398,-63.570495
Nova Scotia,LALA JI THE BARBER LIMITED,"Halifax, NS B3K 2K9",1,High Wage,1311,Accounting technicians and bookkeepers,Unknown,1,44.666566,-63.597002
Nova Scotia,LALA JI THE BARBER LIMITED,"Halifax, NS B3K 2K9",2,High Wage,6341,Hairstylists and barbers,Unknown,1,44.666566,-63.597002
Nova Scotia,M.P GROUP OF COMPANIES INC.,"EASTERN PASSAGE, NS B3G 1P4",1,High Wage,1221,Administrative officers,Unknown,1,44.6151174,-63.4639852
Nova Scotia,M.P GROUP OF COMPANIES INC.,"EASTERN PASSAGE, NS B3G 1P4",1,High Wage,1525,Dispatchers,Unknown,1,44.6151174,-63.4639852
Nova Scotia,Mélange Medical Services Incorporated,"Dartmouth, NS B2W 0M6",1,High Wage,3111,Specialist physicians,Unknown,1,44.6624966,-63.5299746
Nova Scotia,REDspace Inc.,"Bedford, NS B4A 3Y4",1,High Wage,2174,Computer programmers and interactive media developers,Corporation,1,44.733105,-63.655979
Nova Scotia,RISE EAST INVESTMENTS LIMITED,"Dartmouth, NS B2W 3E6",1,High Wage,1123,"Professional occupations in advertising, marketing and public relations",Unknown,1,44.68081,-63.539707
Nova Scotia,Saint Mary's University,"Halifax, NS B3H 3C3",1,High Wage,4011,University professors and lecturers,Unknown,1,44.630549,-63.582286
Nova Scotia,Taylor Ford Amherst Ltd.,"Amherst, NS B4H 4R7",2,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,45.813747,-64.200861
Nova Scotia,Tidal Coast Construction Limited,"Bedford, NS B3M 2L4",1,High Wage,7271,Carpenters,Unknown,1,44.683403,-63.660986
Nova Scotia,Université Sainte-Anne,"Pointe-de-l'Église, NS B0W 1M0",1,High Wage,4011,University professors and lecturers,Unknown,1,44.110854,-66.164613
Nova Scotia,12914158 Canada,"Dartmouth, NS B3B 1E5",1,Low Wage,7511,Transport truck drivers,Unknown,1,44.708507,-63.610222
Nova Scotia,3026236 nova scotia ltd,"Halifax, NS B3K 4C4",1,Low Wage,6731,Light duty cleaners,Unknown,1,44.654497,-63.592367
Nova Scotia,3085496 NOVA SCOTIA LIMITED,"Halifax, NS B3K 3V2",1,Low Wage,6322,Cooks,Unknown,1,44.653688,-63.58888
Nova Scotia,3225780 Nova Scotia Limited,"Dartmouth, NS B2V 1E6",1,Low Wage,6322,Cooks,Unknown,1,44.671259,-63.498299
Nova Scotia,3231974 Nova Scotia Limited,"Eastern Passage, NS B3G 1M4",4,Low Wage,9463,Fish and seafood plant workers,Unknown,1,44.612474,-63.494322
Nova Scotia,3255915 NS Ltd,"Windsor, NS B0N 2T0",7,Low Wage,6322,Cooks,Unknown,2,44.819594,-64.318054
Nova Scotia,3274876 Nova Scotia Ltd,"Clarks Harbour, NS B0W 1P0",30,Low Wage,9463,Fish and seafood plant workers,Unknown,1,43.462969,-65.650454
Nova Scotia,3279061 Nova Scotia Limited,"Halifax, NS B3J 1E5",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.644805,-63.572305
Nova Scotia,3280608 Nova Scotia Limited,"Bedford, NS B4B 0H1",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.7545444,-63.7717011
Nova Scotia,3317019 Nova Scotia limited,"Bridgewater, NS B4V 3T2",1,Low Wage,6311,Food service supervisors,Unknown,1,44.380319,-64.518248
Nova Scotia,3317552 Nova Scotia Limited,"Beaver Bank, NS B4G 1E5",1,Low Wage,6421,Retail salespersons,Unknown,1,44.875503,-63.698822
Nova Scotia,3326240 ns ltd,"Canning, NS B0P 1H0",1,Low Wage,6211,Retail sales supervisors,Unknown,1,45.026806,-64.165254
Nova Scotia,3339910 NOVA SCOTIA LIMITED,"Halifax, NS B3N 2R8",1,Low Wage,6322,Cooks,Unknown,1,44.654246,-63.631778
Nova Scotia,3339960 Nova Scotia Limited,"Dartmouth, NS B2Y 4B1",1,Low Wage,6311,Food service supervisors,Unknown,1,44.6703938,-63.5366235
Nova Scotia,3343574 Nova Scotia Limited,"Halifax, NS B3K 4C1",1,Low Wage,6311,Food service supervisors,Unknown,1,44.653094,-63.590311
Nova Scotia,3343574 Nova Scotia Limited,"Halifax, NS B3K 4C1",1,Low Wage,6322,Cooks,Unknown,1,44.653094,-63.590311
Nova Scotia,4343432 Nova Scotia Limited,"Amherst, NS B4H 2V5",1,Low Wage,6322,Cooks,Unknown,1,45.8252617,-64.2084208
Nova Scotia,4348577 NOVA SCOTIA LIMITED,"Dartmouth, NS B2Y 1K8",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,2,44.667702,-63.550565
Nova Scotia,4361757 NOVA SCOTIA LIMITED,"AMHERST, NS B4H 2V7",1,Low Wage,6611,Cashiers,Unknown,1,45.8230611,-64.2073612
Nova Scotia,4393017 Nova Scotia Limited,"LOWER SACKVILL, NS B4C 2R8",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.7635669,-63.6752822
Nova Scotia,4445465 Nova Scotia Ltd,"Greenwood, NS B0P 1N0",1,Low Wage,6322,Cooks,Unknown,1,44.993606,-64.970043
Nova Scotia,4507939 NOVA SCOTIA LIMITED,"Currys Corner, NS B0N 2T0",2,Low Wage,6611,Cashiers,Unknown,1,44.819594,-64.318054
Nova Scotia,4510121 NOVA SCOTIA LIMITED,"Greenwood, NS B0P 1N0",2,Low Wage,6322,Cooks,Unknown,1,44.993606,-64.970043
Nova Scotia,Adcor Marketing Limited,"yarmouth, NS B5A 2T6",1,Low Wage,6311,Food service supervisors,Unknown,1,43.8441038,-66.1070988
Nova Scotia,beaver bank station,"beaver bank, NS B4G 0A7",1,Low Wage,6513,Food and beverage servers,Unknown,1,44.7932514,-63.6856607
Nova Scotia,beaver bank station,"beaver bank, NS B4G 0A7",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.7932514,-63.6856607
Nova Scotia,BMC Seafoods Limited,"Meteghan, NS B0W 2J0",10,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,44.158134,-66.258852
Nova Scotia,BRIDGEWATER RETIREMENT CENTRE INC.,"Bridgewater, NS B4V 2T3",1,Low Wage,6322,Cooks,Unknown,1,44.385999,-64.5118383
Nova Scotia,Brothers Meat Ltd,"Halifax, NS B3K 4C7",2,Low Wage,9617,"Labourers in food, beverage and associated products processing",Unknown,1,44.655514,-63.593845
Nova Scotia,Buta Ramen Inc.,"Halifax, NS B3J 1B3",1,Low Wage,6322,Cooks,Unknown,1,44.641991,-63.570289
Nova Scotia,Can - Evro Inc.,"Halifax, NS B3J 2K4",2,Low Wage,6322,Cooks,Unknown,1,44.643977,-63.578445
Nova Scotia,Clark's Harbour Seafood Limited,"Clarks Harbour, NS B0W 1P0",60,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,43.462969,-65.650454
Nova Scotia,Dakota Holdings,"Coldbrook, NS B4R 1A2",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,45.0684731,-64.5668764
Nova Scotia,Deep Cove Aqua Farms Limited,"Blandford, NS B0J 1T0",12,Low Wage,9463,Fish and seafood plant workers,Unknown,1,44.643217,-64.05186
Nova Scotia,Duncan's Lounge Ltd,"Amherst, NS B4H 1X4",1,Low Wage,6322,Cooks,Unknown,1,45.833095,-64.21318
Nova Scotia,East Foodies Chinese Restaurant,"Lakeside, NS B3T 1B3",1,Low Wage,6322,Cooks,Unknown,1,44.637502,-63.699391
Nova Scotia,Fox Harb'r Development,"Fox Harbour, NS B0K 1Y0",4,Low Wage,6322,Cooks,Unknown,1,45.79188,-63.520605
Nova Scotia,Fox Harb'r Development,"Fox Harbour, NS B0K 1Y0",3,Low Wage,6513,Food and beverage servers,Unknown,1,45.79188,-63.520605
Nova Scotia,Fox Harb'r Development,"Fox Harbour, NS B0K 1Y0",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,45.79188,-63.520605
Nova Scotia,Fox Harb'r Development,"Fox Harbour, NS B0K 1Y0",6,Low Wage,6731,Light duty cleaners,Unknown,1,45.79188,-63.520605
Nova Scotia,Fox Harb'r Development,"Fox Harbour, NS B0K 1Y0",6,Low Wage,8612,Landscaping and grounds maintenance labourers,Unknown,1,45.79188,-63.520605
Nova Scotia,Good Air Ventilation Systems Inc,"Halifax, NS B3N 1K7",3,Low Wage,9612,Labourers in metal fabrication,Unknown,1,44.636432,-63.631476
Nova Scotia,HARVEST BAYERS LAKE DRP INC.,"Halifax, NS B3S 1C7",1,Low Wage,6311,Food service supervisors,Unknown,1,44.64583,-63.674764
Nova Scotia,Hop Sing Restaurant(1987) Limited,"Halifax, NS B3R 1V4",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.61562,-63.614793
Nova Scotia,J.M.P Sayles Holdings Inc.,"Windsor, NS B0N 2T0",2,Low Wage,6311,Food service supervisors,Unknown,2,44.819594,-64.318054
Nova Scotia,J.M.P Sayles Holdings Inc.,"Windsor, NS B0N 2T0",6,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.819594,-64.318054
Nova Scotia,Jcubed Ltd,"Lunenburg, NS B0J 2C0",1,Low Wage,0631,Restaurant and food service managers,Unknown,1,44.37635,-64.309889
Nova Scotia,JE Bembridge Enterprise Ltd,"amherst, NS B4H 3E4",1,Low Wage,6322,Cooks,Unknown,1,45.830421,-64.212311
Nova Scotia,John Ross & Sons Ltd.,"Halifax, NS B3S 1B3",16,Low Wage,7452,Material handlers,Unknown,1,44.637971,-63.663711
Nova Scotia,K-BEAUTY SALON INC,"Halifax, NS B3L 1A4",1,Low Wage,6341,Hairstylists and barbers,Unknown,1,44.645526,-63.596843
Nova Scotia,Kianman Hospitality Inc.,"Bridgewater, NS B4V 2V7",1,Low Wage,6315,Cleaning supervisors,Unknown,1,44.384849,-64.515643
Nova Scotia,Let’s Ko Restaurant Inc,"BEDFORD, NS B4A 0C1",1,Low Wage,6322,Cooks,Unknown,1,44.723968,-63.670679
Nova Scotia,Louisbourg Seafoods Limited,"Louisbourg, NS B1C 1B5",20,Low Wage,9463,Fish and seafood plant workers,Unknown,1,45.9190546,-59.9714456
Nova Scotia,M.J.N.J Investments Ltd,"Lunenburg, NS B0J 2C0",1,Low Wage,6311,Food service supervisors,Unknown,1,44.37635,-64.309889
Nova Scotia,M.P GROUP OF COMPANIES INC.,"EASTERN PASSAGE, NS B3G 1P4",5,Low Wage,1513,"Couriers, messengers and door",Unknown,1,44.6151174,-63.4639852
Nova Scotia,MARUTI BRIDGEWATER NS INC,"BRIDGEWATER, NS B4V 3A2",2,Low Wage,6611,Cashiers,Unknown,1,44.3762831,-64.5114867
Nova Scotia,MARUTI GREENWOOD NS INC,"Greenwood, NS B0P 1N0",2,Low Wage,6322,Cooks,Unknown,1,44.993606,-64.970043
Nova Scotia,MARUTI GREENWOOD NS INC,"Greenwood, NS B0P 1N0",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.993606,-64.970043
Nova Scotia,MELDAMAR INC,"Halifax, NS B3M 3S6",1,Low Wage,6731,Light duty cleaners,Unknown,1,44.664085,-63.653955
Nova Scotia,Naru Japanese Restaurant (NS) Ltd.,"Sydney, NS B1P 1G8",1,Low Wage,6322,Cooks,Unknown,1,46.135026,-60.192725
