Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Prince Edward Island,Garden Isle Farms Ltd,"ALBANY, PE C0B 1A0",1,High Wage,7511,Transport truck drivers,46.318197,-63.558561
Prince Edward Island,Kildare Fisheries Ltd,"Alberton, PE C0B 1B0",3,High Wage,7511,Transport truck drivers,46.837425,-64.113384
Prince Edward Island,Seafood Express (PEI) Limited,"Charlottetown, PE C1A 7M8",15,High Wage,7511,Transport truck drivers,46.233768,-63.124917
Prince Edward Island,King's BBQ & Chinese Food Ltd.,"Charlottetown, PE C1E 1E7",1,King's BBQ & Chinese Food Ltd.,6311,Food service supervisors,46.2647949,-63.1559771
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",25,Low Wage,9463,Fish and seafood plant workers,46.696448,-64.383974
Prince Edward Island,Cassialane Holsteins Ltd.,"Freetown, PE C0B 1L0",3,Cassialane Holsteins Ltd.,8431,General farm workers,46.396245,-63.562365
Prince Edward Island,Cedar Grove Farms,"Richmond RR#1, PE C0B 1Y0",2,Primary Agriculture,8431,General farm workers,46.5138130187988,-63.9548187255859
Prince Edward Island,Eastern Exporters Ltd,"Souris, PE C0A 2B0",8,Primary Agriculture,8431,General farm workers,46.354047,-62.25215
Prince Edward Island,Eastern Farms Ltd,"POWNAL, PE C1B 3S5",8,Primary Agriculture,8431,General farm workers,46.2083523,-63.0759984
Prince Edward Island,Extondale Farms Ltd.,"Oyster Bed, PE C1E 1Z4",2,Primary Agriculture,8431,General farm workers,46.283411,-63.196791
Prince Edward Island,Jewell's of Prince Edward Island Inc,"York RR, PE C0A 1P0",5,Primary Agriculture,8431,General farm workers,46.416154,-63.074183
Prince Edward Island,Jewell's Produce,"YORK, PE C0A 1P0",11,Primary Agriculture,8431,General farm workers,46.416154,-63.074183
Prince Edward Island,McCardle Bros.,"Kinkora, PE C0B 1N0",6,Primary Agriculture,8431,General farm workers,46.344061,-63.548072
Prince Edward Island,Reeves Farms Inc.,"Freetown, PE C0B 1L0",2,Primary Agriculture,8431,General farm workers,46.396245,-63.562365
Prince Edward Island,Tiny Acres Holsteins,"Miscouche, PE C0B 1T0",3,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",46.428618,-63.875926
Prince Edward Island,Vanco Farms Ltd,"Mount Albion, PE C1B 0R4",41,Primary Agriculture,8431,General farm workers,46.22192,-62.971058
Prince Edward Island,Victoria Potato Farm Inc,"Crapaud, PE C0A 1J0",6,Primary Agriculture,8431,General farm workers,46.24001,-63.50021
Prince Edward Island,W.P.Griffin Inc,"ELMSDALE, PE C0B 1K0",12,Primary Agriculture,8431,General farm workers,46.837426,-64.113384
Nova Scotia,3243020 Nova Scotia Limited o/a Cha Baa Thai Restuarant,"Halifax, NS B3J 2J6",6,3243020 Nova Scotia Limited o/a Cha Baa Thai Restuarant,6322,Cooks,44.643134,-63.576928
Nova Scotia,ASANTE FREIGHT LINES & EXPORTS LTD,"TRURO, NS B2N 1B5",1,High Wage,0015,Senior managers ,45.356732,-63.293727
Nova Scotia,Atlantic Hardchrome Ltd.,"Dartmouth, NS B3B 1N2",1,High Wage,7231,Machinists and machining and tooling inspectors,44.708483,-63.601019
Nova Scotia,Chapman Autobody Ltd,"Halifax, NS B3K 4C2",2,High Wage,7322,Motor vehicle body repairers,44.6536405,-63.591112
Nova Scotia,Clarke Road Transport Inc.,"Halifax, NS B3S 0B7",8,High Wage,7511,Transport truck drivers,44.642751,-63.671854
Nova Scotia,Connors Transfer Limited,"Stellarton, NS B0K 1S0",15,High Wage,7511,Transport truck drivers,45.5583249,-62.6623249
Nova Scotia,Dalhousie University,"HALIFAX, NS B3H 4R2",3,High Wage,4011,University professors and lecturers,44.6370504,-63.5964136
Nova Scotia,Eassons Transport Ltd.,"Kentville, NS B4N 3V7",10,High Wage,7511,Transport truck drivers,45.067163,-64.547804
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K 5M7",2,High Wage,0016,Senior managers ,44.66274,-63.590281
Nova Scotia,Melvin Tan Sushi Company,"Antigonish, NS B2G 1C6",1,High Wage,6322,Cooks,45.6300515,-62.013756
Nova Scotia,Nova Scotia Health Authority,"Halifax, NS B3H 2Y9",1,High Wage,3012,Registered nurses and registered psychiatric nurses,44.6378,-63.578959
Nova Scotia,Slumber Inns Ltd.,"NEW MINAS, NS B4N 3K8",1,High Wage,1123,"Professional occupations in advertising, marketing and public relations",45.0558316,-64.471488
Nova Scotia,Topaz Transport Inc.,"BEAVER BANK, NS B4E 3J4",2,High Wage,7511,Transport truck drivers,44.8051591,-63.6755635
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,High Wage,2174,Computer programmers and interactive media developers,44.645046,-63.57027
Nova Scotia,Wohlgemuth Farms Ltd,"Aylesford, NS B0P 1C0",4,High Wage,7511,Transport truck drivers,45.066995,-64.800737
Nova Scotia,3231974 Nova Scotia Limited.,"EASTERN PASSAGE, NS B3G 1M4",3,3231974 Nova Scotia Limited.,9618,Labourers in fish and seafood processing,44.612474,-63.494322
Nova Scotia,3300590 Nova Scotia Limited o/a Gangnam Korean BBQ,"HALIFAX, NS B3J 1A3",1,Low Wage,6322,Cooks,44.639698,-63.571551
Nova Scotia,Blue Elephant Thai Restaurant Limited,"Halifax, NS B3S 1E5",1,Low Wage,6322,Cooks,44.662523,-63.665971
Nova Scotia,Mirchi Tandoor Inc.,"HALIFAX, NS B3J 1J7",1,Low Wage,6322,Cooks,44.645217,-63.573178
Nova Scotia,Montessori House of Learning,"MIDDLE SACKVILLE, NS B4E 3A7",2,Low Wage,4214,Early childhood educators and assistants,44.7854188,-63.7130689
Nova Scotia,Nautical Seafoods Ltd.,"GRANVILLE FERRY, NS B0S 1A0",6,Low Wage,9463,Fish and seafood plant workers,44.74364,-65.51801
Nova Scotia,North End Community Day Care Centre,"Halifax, NS B3K 1X2",1,Low Wage,4214,Early childhood educators and assistants,44.661388,-63.597316
Nova Scotia,Papa Marios Pizza Limited,"HALIFAX, NS B3L 4V9",1,Low Wage,6322,Cooks,44.646447,-63.617251
Nova Scotia,Pêcherie Cheticamp Fisheries Intl. (2016) Ltd.,"Cheticamp, NS B0E 1H0",16,Low Wage,9463,Fish and seafood plant workers,46.506849,-61.025641
Nova Scotia,Vical Hospitality Ltd,"AMHERT, NS B4H 1S2",1,Low Wage,6322,Cooks,45.830287,-64.205033
Nova Scotia,WASABI HOUSE RESTAURANT LTD,"Halifax, NS B3L 1A7",1,Low Wage,6322,Cooks,44.644495,-63.600411
Nova Scotia,3115695 Nova Scotia Limited (Warner Vineyards),"Centreville, NS B0P 1J0",5,3115695 Nova Scotia Limited (Warner Vineyards),8431,General farm workers,45.195976,-64.680474
Nova Scotia,3226198 Nova Scotia Ltd,"Centreville, NS B0P 1J0",159,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Allen Farms Limited,"Centreville, NS B0P 1J0",48,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Balamore Farm Ltd,"Great Village, NS B0M 1L0",160,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Basinview Farms Ltd,"Canning, NS B0P 1H0",14,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Birchleigh Farms Ltd,"ROCKLAND, NS B0P 1E0",12,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Crisp Growers Inc.,"Berwick, NS B0P 1E0",20,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",8,Primary Agriculture,8431,General farm workers,44.469069,-64.620343
Nova Scotia,Elite Balsam Products Inc.,"ST ANDREW'S, NS B0H 1X0",6,Primary Agriculture,8432,Nursery and greenhouse workers,45.493148,-61.776903
Nova Scotia,Elmridge Farm (2003) Ltd,"Centreville, NS B0P 1J0",24,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Eyking Brothers Farm,"Millville, NS B1Y 2E2",13,Primary Agriculture,8431,General farm workers,46.27095,-60.379651
Nova Scotia,Fox Harb'r Development Limited,"Wallace, NS B0K 1Y0",8,Primary Agriculture,8431,General farm workers,45.79188,-63.520605
Nova Scotia,Harbour Island Ecologics Inc.,"LOWER WHITE HEAD, NS B0H 1T0",1,Primary Agriculture,0821,Managers in agriculture,45.31573,-61.175579
Nova Scotia,High Point Orchards Ltd.,"Kentville, NS B4N 3V7",12,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Kimberlee Farms,"CENTERVILLE, NS B0P 1J0",7,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",11,Primary Agriculture,8432,Nursery and greenhouse workers,44.794246,-64.643897
Nova Scotia,McConnell-Gordon Estates Ltd.,"Gaspereau, NS B4P 2R1",5,Primary Agriculture,8431,General farm workers,45.013938,-64.403589
Nova Scotia,Millen Farms Limited,"Great Village, NS B0M 1L0",209,Primary Agriculture,8431,General farm workers,45.369405,-63.662186
Nova Scotia,Noggins Corner Farm II Ltd,"Greenwich, NS B4P 2R2",25,Primary Agriculture,8431,General farm workers,44.997527,-64.451876
Nova Scotia,Perfect Berries Limited,"Berwick, NS B0P 1E0",13,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Randsland Farms Inc,"Canning, NS B0P 1H0",4,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Rene Penner/Janice Penner/RJ Farms,"WELSFORD, NS B0P 1E0",5,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Skips General Maintenance,"WOLFVILLE, NS B4P 2R3",4,Primary Agriculture,8431,General farm workers,45.068884,-64.348807
Nova Scotia,Spurr Brothers Farms,"Melvern Square, NS B0P 1R0",13,Primary Agriculture,8431,General farm workers,45.074551,-64.720682
Nova Scotia,Stirlings Mountainside Farms 2017 Ltd,"Centreville, NS B0P 1J0",12,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Stokdijk Greenhouses Limited,"Beaver Brook, NS B6L 1H3",2,Primary Agriculture,8431,General farm workers,45.3226595,-63.410474
Nova Scotia,TapRoot Farms Inc.,"Port Williams, NS B0P 1T0",15,Primary Agriculture,8431,General farm workers,45.159695,-64.362715
Nova Scotia,Town Plot Orchards Ltd,"Port Williams, NS B0P 1T0",5,Primary Agriculture,8431,General farm workers,45.159695,-64.362715
Nova Scotia,Van Meekeren Farms Limited,"LAKEVILLE, NS B4N 3V7",7,Primary Agriculture,8431,General farm workers,45.067163,-64.547804
Nova Scotia,Wohlgemuth Farms Ltd,"Aylesford, NS B0P 1C0",16,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Trampoline Creative Inc,"HALIFAX, NS B3J 1Z7",1,Trampoline Creative Inc,0124,"Advertising, marketing and public relations managers",44.64535,-63.573106
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Global Talent Stream,2171,Information systems analysts and consultants,44.645046,-63.57027
New Brunswick,053636 NB Ltd.,"Dieppe, NB E1A 1Y6",2,053636 NB Ltd.,7511,Transport truck drivers,46.093314,-64.752684
New Brunswick,700827 NB Inc o/a J's Asian Kitchen,"FREDERICTON, NB E3B 1B2",3,High Wage,6322,Cooks,45.962829,-66.642999
New Brunswick,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",6,High Wage,7511,Transport truck drivers,46.123818,-67.616701
New Brunswick,Balaji Hospitality Management Inc.  o/a Knights Inn & Suites,"MIRAMICHI, NB E1V 1L2",1,High Wage,1311,Accounting technicians and bookkeepers,46.988581,-65.576067
New Brunswick,County Line Trucking Ltd,"Wilmot, NB E7P 2V4",5,High Wage,7511,Transport truck drivers,46.3412017822266,-67.6228332519531
New Brunswick,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",2,High Wage,7511,Transport truck drivers,46.032829,-67.603206
New Brunswick,Elephant Transport Inc.,"SCOUDOUC, NB E4P 1A9",1,High Wage,7511,Transport truck drivers,46.117245,-64.499995
New Brunswick,FMI Atlantic Inc.,"WOODSTOCK, NB E7M  5G",1,High Wage,6311,Food service supervisors,,
New Brunswick,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",4,High Wage,7511,Transport truck drivers,45.7100729,-65.4774611
New Brunswick,Quality Transportation Services (NB) Ltd,"Jacksonville, NB E7M 3S1",5,High Wage,7511,Transport truck drivers,46.1887576,-67.6071221
New Brunswick,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",2,High Wage,3112,General practitioners and family physicians,45.275358,-65.97392
New Brunswick,Safonov's International Business Corportation,"Moncton, NB E1G 0P8",3,High Wage,7511,Transport truck drivers,46.196012,-64.948052
New Brunswick,White Rock Freight Services Inc.,"MONCTON, NB E1C 6L9",1,High Wage,1215,"Supervisors, supply chain, tracking and scheduling co",46.095642,-64.795665
New Brunswick,"622735 NB, Inc. o/a Mads Truckstop/Acorn Restaurant","Lake George, NB E6K 3P9",1,"622735 NB, Inc. o/a Mads Truckstop/Acorn Restaurant",6322,Cooks,45.990212,-66.890491
New Brunswick,665606 NB Inc o/a Nippon Sushi,"Moncton, NB E1A 5L1",1,Low Wage,6322,Cooks,46.123283,-64.783103
New Brunswick,690944 NB INC. o/a Tokai Ramen,"Moncton, NB E1C 1G1",1,Low Wage,6322,Cooks,46.088252,-64.778773
New Brunswick,692059 NB Inc. o/a Osaka Hibachi,"Moncton, NB E1C 1C8",1,Low Wage,6311,Food service supervisors,46.089418,-64.774155
New Brunswick,692663 New Brunswick Inc.,"MONCTON, NB E1G 3T6",1,Low Wage,6211,Retail sales supervisors,46.130356,-64.87968
New Brunswick,697131 NB Inc.,"Moncton, NB E1G 2H9",6,Low Wage,6322,Cooks,46.119863,-64.849437
New Brunswick,7726848 Canada Ltd. o/a St. Louis Bar & Grill,"MONCTON, NB E1C 2T9",2,Low Wage,6311,Food service supervisors,46.108404,-64.827252
New Brunswick,Acadia Donair and Pizza & Korean Restaurant,"DIEPPE, NB E1A 1P4",1,Low Wage,6322,Cooks,46.098038,-64.73566
New Brunswick,Beacon Light Motel Ltd.  o/a Howard Johnson Inn,"MONCTON, NB E1C 2T1",1,Low Wage,6312,Executive housekeepers,46.104322,-64.819129
New Brunswick,Bolero Shellfish Processing Inc.,"Saint-Simon, NB E8P 2B2",18,Low Wage,9463,Fish and seafood plant workers,47.624341,-65.230642
New Brunswick,Captain Dan's Inc.,"Richibouctou-Village, NB E4W 1C9",37,Low Wage,9463,Fish and seafood plant workers,46.660031,-64.709287
New Brunswick,Caraquet Pizza Inc.,"Caraquet, NB E1W 1B8",1,Low Wage,6322,Cooks,47.794691,-64.93641
New Brunswick,H & M Chinese Restaurant Ltd.,"FREDERICTON, NB E3B 6Y5",2,Low Wage,6322,Cooks,45.930222,-66.627832
New Brunswick,HOOPER'S CONVENIENCE STORE LTD.,"BLACKS HARBOUR, NB E5H 1H1",1,Low Wage,6211,Retail sales supervisors,45.0510719,-66.7922395
New Brunswick,Shediac Lobster Shop Ltd.,"Shediac, NB E4P 2A6",104,Low Wage,9463,Fish and seafood plant workers,46.21997,-64.53642
New Brunswick,Tran's Place Ltd,"Moncton, NB E1A 2X1",1,Low Wage,6322,Cooks,46.117895,-64.772152
New Brunswick,White Rock Freight Services Inc.,"MONCTON, NB E1C 6L9",3,Low Wage,7511,Transport truck drivers,46.095642,-64.795665
New Brunswick,Zoa Mansu BBQ Inc.,"Dieppe, NB E1A 1G1",2,Low Wage,6322,Cooks,46.088634,-64.736314
New Brunswick,Les Fermes GAM Michaud Farms Inc,"ST ANDRE, NB E3Y 2X9",4,Les Fermes GAM Michaud Farms Inc,8431,General farm workers,47.101475,-67.71015
New Brunswick,Shadowave Holsteins Inc.,"Second North River, NB E4J 2V9",6,Primary Agriculture,8431,General farm workers,46.048894,-65.10039
New Brunswick,Gary James  Lyon Ltd.,"BATHURST, NB E2A 3Z4",1,Gary James  Lyon Ltd.,2175,Web designers and developers,47.619215,-65.646351
Quebec,10036099 Canada Inc.,"Montréal, QC H3B 2E3",1,10036099 Canada Inc.,0111,Financial managers,45.502497,-73.568814
Quebec,121352 Canada inc (Technosub),"ROUYN-NORANDA, QC J9X 4K8",2,High Wage,7311,Construction millwrights and industrial mechanics,48.224481,-78.996691
Quebec,123 Systèmes Inc / 123 Systems Inc,"Montreal, QC H3H 1C9",1,High Wage,2171,Information systems analysts and consultants,45.496461,-73.58181
Quebec,1266715 Alberta Inc.,"Saint-Laurent, QC H4S 1L3",1,High Wage,7231,Machinists and machining and tooling inspectors,45.4890312,-73.7076818
Quebec,163972/Canada Inc/Judith & Charles,"Montreal, QC H2N 2E3",1,High Wage,5232,"Other performers, n.e.c.",45.538612,-73.658837
Quebec,164201 Canada Inc.,"ST-LAURENT, QC H4N 1H8",1,High Wage,1311,Accounting technicians and bookkeepers,45.5278365,-73.6563377
Quebec,20-20 Technologies Inc.,"LAVAL, QC H7V 4B4",1,High Wage,2282,User support technicians,45.554064,-73.734052
Quebec,2639-1862 Québec Inc (Les Planchers bois francs de Wickham),"WICKHAM, QC J0C 1S0",1,High Wage,7333,Electrical mechanics,45.75997,-72.4986
Quebec,2951291 Canada inc.,"ST.- JEAN-SUR-RICHELIEU, QC J2Y 1E3",3,High Wage,7511,Transport truck drivers,45.352149,-73.362844
Quebec,2964-3277 Quebec Inc.,"Lasalle, QC H8R 3H9",1,High Wage,2174,Computer programmers and interactive media developers,45.433461,-73.646062
Quebec,6064086 Canada Inc.,"Montreal, QC H4B 4W8",2,High Wage,2171,Information systems analysts and consultants,,
Quebec,6173306 Canada Inc.,"Amos, QC J9T 1H3",1,High Wage,6311,Food service supervisors,48.5716997,-78.1157926
Quebec,6318703 Canada Inc,"MATANE, QC G4W 3M6",1,High Wage,2232,Mechanical engineering technologists and technicians,48.849387,-67.549881
Quebec,7266537 CANADA INC. dba International Bridge Technologies (IBT) Canada,"LAVAL, QC H7V 4B4",1,High Wage,2131,Civil engineers,45.554064,-73.734052
Quebec,8091056 Canada Inc.,"MONTRÉAL, QC H2W  2R",1,High Wage,5241,Graphic designers and illustrators,,
Quebec,8884625 Canada Inc.,"Gatineau, QC J9J 2V5",2,High Wage,6322,Cooks,45.400415,-75.814777
Quebec,9018-6560 Québec Inc.,"Montreal, QC H2Y 2E1",1,High Wage,5232,"Other performers, n.e.c.",45.508539,-73.551378
Quebec,9030-5814 Québec Inc. / Spectralité,"TROIS-RIVIÈRES, QC G9A 2W6",2,High Wage,7237,Welders and related machine operators,46.335559,-72.554279
Quebec,9052-9470 Québec Inc.,"St-Lazare, QC J7T 2B8",5,High Wage,7231,Machinists and machining and tooling inspectors,45.3760368,-74.127809
Quebec,9072-9203 Québec Inc.,"THETFORD MINES, QC G6G 7X9",1,High Wage,2281,Computer network technicians,46.094221,-71.328608
Quebec,9081-9014 Québec Inc.,"Coaticook, QC J1A 2S2",2,High Wage,7231,Machinists and machining and tooling inspectors,45.15286,-71.80322
Quebec,9091-4532 Québec Inc.,"L'ISLE-VERTE, QC G0L 1L0",1,High Wage,7231,Machinists and machining and tooling inspectors,47.9745407104492,-69.3281784057617
Quebec,9107-3866 Québec Inc,"MONTRÉAL, QC H2K 2J3",1,High Wage,4163,Business development officers and marketing researchers and consultants,45.5272,-73.548141
Quebec,9114-3123 Québec Inc.,"QUÉBEC, QC G1K 3V8",1,High Wage,6321,Chefs,46.881862,-71.157121
Quebec,9114408 Canada Inc.,"Gatineau, QC J8T 6K5",1,High Wage,6321,Chefs,45.475955,-75.692046
Quebec,9204-5665 Quebec Inc.,"QUÉBEC, QC G2K 1T5",1,High Wage,1241,Administrative assistants,46.850341,-71.298007
Quebec,9207-2933 Québec Inc.,"QUÉBEC, QC G1C 5W9",1,High Wage,0631,Restaurant and food service managers,46.81183,-71.315083
Quebec,9208-1124 Québec Inc,"WICKHAM, QC J0C 1S0",1,High Wage,7237,Welders and related machine operators,45.75997,-72.4986
Quebec,9208-3401 Québec Inc. (PHOENIXX STRATÉGIES ET SOLUTIONS D'AFFAIRES),"Québec, QC G1G 0J8",1,High Wage,2175,Web designers and developers,46.876715,-71.2838859
Quebec,9219-1568 Québec Inc.,"Montreal, QC H4P 2H2",3,High Wage,2175,Web designers and developers,45.496458,-73.655477
Quebec,9220-5087 Québec Inc.,"LONGUEIL, QC J3Y 7A1",1,High Wage,7272,Cabinetmakers,45.47734,-73.420123
Quebec,9225-1040 Québec inc.,"Quebec, QC G1W 1R6",1,High Wage,6321,Chefs,46.757395,-71.290045
Quebec,9229-3646 Québec Inc. (NEQ 116693549),"SHERBROOKE, QC J1L 2Z1",1,High Wage,0124,"Advertising, marketing and public relations managers",45.402836,-71.964082
Quebec,9254-3677 Québec Inc.,"QUÉBEC, QC G1N 1E8",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",46.808029,-71.252037
Quebec,9257-2734 Québec Inc.,"ANJOU, QC H1M 0A1",1,High Wage,6321,Chefs,45.595471,-73.557096
Quebec,9263-4609 Québec Inc.,"CHÂTEAUGUAY, QC J6K 5J9",1,High Wage,7511,Transport truck drivers,45.329594,-73.821064
Quebec,9271-6638 Québec Inc./ Le centre TCHA TCHA TCHA,"SHERBROOKE, QC J1G 1L1",1,High Wage,4214,Early childhood educators and assistants,45.403725,-71.872232
Quebec,9274-8706 Québec Inc.,"BOISCHATEL, QC G0A 1H0",1,High Wage,6211,Retail sales supervisors,46.897785,-71.140082
Quebec,9285-4322 Québec Inc. (Affaire Média),"LAVAL, QC H7L 1Z3",1,High Wage,1241,Administrative assistants,45.606852,-73.781352
Quebec,9322-8666 Québec Inc,"MONTRÉAL, QC H2V 0A1",1,High Wage,6321,Chefs,45.515601,-73.608075
Quebec,9327-7358 Québec Inc.,"MONTRÉAL, QC H3A 2A5",1,High Wage,0124,"Advertising, marketing and public relations managers",45.504141,-73.57196
Quebec,9328-5161 Québec Inc.,"VARENNES, QC J3X 1P7",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.665405,-73.38258
Quebec,"9332-0034 Québec Inc,.","Huntington, QC J0S 1H0",1,High Wage,1225,Purchasing agents and officers,45.086994,-74.175653
Quebec,9341-8887 Québec Inc.,"WESTMOUNT, QC H3Z 1P2",1,High Wage,6322,Cooks,45.487215,-73.586851
Quebec,9358-2559 Québec Inc. (Restaurant Basha),"GREENFIELD PARK, QC J4V 2H6",1,High Wage,6322,Cooks,45.493611,-73.479781
Quebec,9365-9647 Québec inc. / Sunibec,"BROMONT, QC J2L 1A9",1,High Wage,1226,Conference and event planners,45.318914,-72.666744
Quebec,ABC Emballuxe Inc.,"VILLE SAINT-LAURENT, QC H4N 1R5",1,High Wage,1241,Administrative assistants,45.528458,-73.667768
Quebec,Activia Networks Canada Inc,"MONTREAL, QC H3B 3J6",1,High Wage,2175,Web designers and developers,,
Quebec,Advanced Dynamics Corporation Ltd.,"SAINT-BRUNO, QC J3V 6B9",1,High Wage,2232,Mechanical engineering technologists and technicians,45.5161854,-73.3690541
Quebec,Aeco gestion de projets inc.,"WESTMOUNT, QC H3Y 2W6",1,High Wage,1222,Executive assistants,45.486723,-73.609948
Quebec,AFS INTERCULTURE CANADA,"Montreal, QC H4G 1V1",1,High Wage,1241,Administrative assistants,45.467051,-73.566658
Quebec,Agence du revenu du Québec,"Québec, QC G1X 4A5",1,High Wage,0213,Computer and information systems managers,46.751709,-71.331014
Quebec,AgileDSS Inc.,"Montréal, QC H2Y 2G3",4,High Wage,2171,Information systems analysts and consultants,45.500405,-73.557362
Quebec,Aliments Shanti Inc.,"Montréal, QC H4N 1G5",1,High Wage,1223,Human resources and recruitment officers,45.558484,-73.646126
Quebec,Alten Canada inc.,"MONTRÉAL, QC H3B 4N4",1,High Wage,2171,Information systems analysts and consultants,45.498856,-73.570201
Quebec,Analystik Inc,"Montréal, QC H2G 1A4",1,High Wage,2174,Computer programmers and interactive media developers,45.544327,-73.605393
Quebec,Andy Transport Inc.,"SAINT-LAURENT, QC H4T 1K2",1,High Wage,1222,Executive assistants,45.4793848,-73.6937001
Quebec,Any Home Inc.,"Montreal, QC H3Z 1R6",1,High Wage,0711,Construction managers,45.480867,-73.593833
Quebec,AppDirect Canada Inc.,"Montreal, QC H3A 2J5",1,High Wage,2174,Computer programmers and interactive media developers,45.507564,-73.56949
Quebec,Atelier 7hz inc.,"MONTRÉAL, QC H2B 1W9",1,High Wage,2232,Mechanical engineering technologists and technicians,45.57398,-73.659138
Quebec,Auberge Fleurs de Lune (2018) Inc,"LA MALBAIE, QC G5A 2N6",1,High Wage,0632,Accommodation service managers,47.661608,-70.110282
Quebec,Aurel Harvey & Fils Inc.,"La Malbaie, QC G5A 1C5",6,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",47.678167,-70.175504
Quebec,Axiscades Technology Canada Inc.,"MONTRÉAL, QC H3B 4G7",1,High Wage,0211,Engineering managers,45.50155,-73.570142
Quebec,Banque Nationale du Canada,"Montréal, QC H3B 4L2",2,High Wage,2173,Software engineers and designers,45.50562,-73.561694
