Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Incorporated Status,Approved LMIA,Latitude,Longitude
Newfoundland and Labrador,Dr Chandrasegaram Labrador Prof Dental Corp,"Happy Valley Goose Bay, NL A0P 1C0",1,Low Wage,3411,Dental assistants,Unknown,1,53.308255,-60.378852
Newfoundland and Labrador,Fogo Island Co-operative Society Limited,"Seldom, Fogo Isalnd, NL A0G 3Z0",25,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,49.602117,-54.193073
Newfoundland and Labrador,Hebert's Recycling Inc.,"Mount Pearl, NL A1N 4S7",6,Low Wage,9619,"Other labourers in processing, manufacturing and utilities",Unknown,1,47.514488,-52.834069
Newfoundland and Labrador,I.C. Pizza House Inc.,"PARADISE, NL A1L 1S6",2,Low Wage,6322,Cooks,Unknown,1,47.5316306,-52.8584126
Newfoundland and Labrador,K. & S. Holdings Ltd.,"LABRADOR CITY, NL A2V 2W7",1,Low Wage,6322,Cooks,Unknown,1,52.948274,-66.92216
Newfoundland and Labrador,Nl Spice Box inc,"ST.JOHNS, NL A1E 2E3",1,Low Wage,6322,Cooks,Unknown,1,47.5252149,-52.7695777
Newfoundland and Labrador,Ocean Choice International,"St. John's, NL A1B 3N4",65,Low Wage,9463,Fish and seafood plant workers,Unknown,3,47.540271,-52.783174
Newfoundland and Labrador,P.J. 's Groceteria Limited,"Torbay, NL A1K 1K7",3,Low Wage,6211,Retail sales supervisors,Unknown,1,47.66946,-52.730712
Newfoundland and Labrador,Quin-Sea Fisheries,"St. John's, NL A1B 4B4",80,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,47.558051,-52.741126
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",118,Low Wage,9463,Fish and seafood plant workers,Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,St. Mary's Bay Fisheries Inc.,"St. Mary's, NL A0B 3B0",22,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,47.056734,-53.381022
Newfoundland and Labrador,Topsail Foods Enterprise Inc,"St. John's, NL A1E 2E2",3,Low Wage,6311,Food service supervisors,Unknown,1,47.5236618,-52.7749497
Newfoundland and Labrador,Topsail Foods Enterprise Inc,"St. John's, NL A1E 2E2",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,47.5236618,-52.7749497
Newfoundland and Labrador,Kent Fudge,"Grand Falls-Windsor, NL A2A 2J7",4,Primary Agriculture,8431,General farm workers,Unknown,1,48.948016,-55.676478
Newfoundland and Labrador,Larch Grove Farm Ltd.,"Cormack, NL A8A 2R7",4,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,49.282213,-57.420854
Newfoundland and Labrador,Larch Grove Farm Ltd.,"Cormack, NL A8A 2R7",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.282213,-57.420854
Newfoundland and Labrador,Lester's Farm Market,"St. John's, NL A1E 6J4",6,Primary Agriculture,8431,General farm workers,Unknown,2,47.5204756,-52.766562
Newfoundland and Labrador,Lone Pine Farm,"Bishop's Falls, NL A0H 1C0",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.010570526123,-55.4957237243652
Newfoundland and Labrador,M&P Dairy Farm Ltd.,"Goulds, NL A1S 1G7",2,Primary Agriculture,8431,General farm workers,Unknown,1,47.447093,-52.771549
Newfoundland and Labrador,N&N Farm Limited,"Cormack, NL A8A 2R6",5,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,49.282213,-57.420854
Newfoundland and Labrador,nemori farms ltd,"Deer Lake, NL A8A 3H9",1,Primary Agriculture,8431,General farm workers,Unknown,1,49.1905838,-57.4548404
Newfoundland and Labrador,New World Dairy Inc,"St. David's, NL A0N 1X0",10,Primary Agriculture,8431,General farm workers,Unknown,1,48.160518,-58.815081
Newfoundland and Labrador,Pinedale Farms Ltd.,"Terra Nova, NL A0C 1L0",2,Primary Agriculture,8431,General farm workers,Unknown,1,48.438006,-54.013769
Newfoundland and Labrador,Rolling Acres Farm,"Bishop's Falls, NL A0H 1C0",4,Primary Agriculture,8431,General farm workers,Unknown,1,49.010570526123,-55.4957237243652
Newfoundland and Labrador,Duxion Motors Inc.,"St. John's, NL A1B 2C7",1,Global Talent Stream,0013,Senior managers ,Unknown,1,47.561038,-52.757918
Prince Edward Island,ALIASGHAR FORGHANI CONSTRUCTION INC.,"Charlottetown, PE C1A 1N3",1,High Wage,2253,Drafting technologists and technicians,Unknown,1,46.234397,-63.130342
Prince Edward Island,BEACH POINT PROCESSING COMPANY,"Beach Point, PE C0A 1V0",1,High Wage,0911,Manufacturing managers,Unknown,1,46.002798,-62.519557
Prince Edward Island,Charlottetown Fresh Casual Restaurants Inc.,"Charlottetown, PE C1A 4M9",2,High Wage,0631,Restaurant and food service managers,Unknown,1,46.24286,-63.1328575
Prince Edward Island,Linkletter's Welding Ltd.,"Summerside, PE C1N 4J9",1,High Wage,7237,Welders and related machine operators,Unknown,1,46.39208,-63.740224
Prince Edward Island,101775 PEI Inc.,"Charlottetown, PE C1A 4B1",1,Low Wage,6322,Cooks,Unknown,1,46.233243,-63.12659
Prince Edward Island,Atlantic Aqua Farms Ltd,"Orwell Cove, PE C0A 2E0",35,Low Wage,8613,Aquaculture and marine harvest labourers,Unknown,1,46.179,-62.884
Prince Edward Island,Atlantic Aqua Farms Ltd,"Orwell Cove, PE C0A 2E0",10,Low Wage,9463,Fish and seafood plant workers,Unknown,1,46.179,-62.884
Prince Edward Island,Business Porters Inc.,"Charlottetown, PE C1E 0E4",1,Low Wage,1241,Administrative assistants,Unknown,1,46.2830841,-63.1398476
Prince Edward Island,By the Water Shellfish (2012) Inc,"Borden Carleton, PE C0B 1X0",25,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,46.256255,-63.67178
Prince Edward Island,Captain Cooke's Seafood Inc,"Borden Carleton, PE C0B 1X0",60,Low Wage,9463,Fish and seafood plant workers,Unknown,1,46.256255,-63.67178
Prince Edward Island,DW Restaurants Moncton  Inc,"Charlottetown, PE C1A 4B5",4,Low Wage,6311,Food service supervisors,Unknown,2,46.234467,-63.12817
Prince Edward Island,EAST CAPE OYSTER COMPANY,"Charlottetown, PE C1E 2A1",4,Low Wage,9618,Labourers in fish and seafood processing,Unknown,2,46.277048,-63.143529
Prince Edward Island,East Point Potato 2009 Inc.,"Souris, PE C0A 2B0",3,Low Wage,7452,Material handlers,Unknown,1,46.354047,-62.25215
Prince Edward Island,Empire Bagels Inc,"Charlottetown, PE C1A 8K3",1,Low Wage,6311,Food service supervisors,Unknown,1,46.2486419,-63.1366938
Prince Edward Island,Garland Construction Inc.,"Milton Station, PE C1E 0M6",1,Low Wage,7611,Construction trades helpers and labourers,Unknown,1,46.2814334,-63.2002644
Prince Edward Island,L&C Fisheries Inc,"French River, PE C0B 1M0",5,Low Wage,9463,Fish and seafood plant workers,Unknown,1,46.43789,-63.63458
Prince Edward Island,Maritime Select Lobster Inc.,"Alberton, PE C0B 1B0",10,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1,46.837425,-64.113384
Prince Edward Island,Murphy Investments Ltd.,"Charlottetown, PE, PE C1E 2A1",6,Low Wage,6322,Cooks,Unknown,4,46.277048,-63.143529
Prince Edward Island,NORTH ATLANTIC ORGANICS LTD,"Tignish RR#4, PE C0B 2B0",2,Low Wage,9619,"Other labourers in processing, manufacturing and utilities",Unknown,1,46.9756355285645,-64.0738525390625
Prince Edward Island,Perrys Construction Ltd.,"Tignish, PE C0B 2B0",20,Low Wage,7611,Construction trades helpers and labourers,Unknown,1,46.9756355285645,-64.0738525390625
Prince Edward Island,PIZZA DELIGHT,"Montague, PE C0A 1R0",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,46.1637,-62.64674
Prince Edward Island,South Shore Seafoods Ltd.,"Bloomfield, PE C0B 1E0",148,Low Wage,9463,Fish and seafood plant workers,Unknown,3,46.696448,-64.383974
Prince Edward Island,Steerman's Quality Meats Inc.,"Vernon Bridge, PE C0A 2E0",1,Low Wage,9617,"Labourers in food, beverage and associated products processing",Unknown,1,46.179,-62.884
Prince Edward Island,VALLEY HOLDINGS LTD,"CHARLOTTETOWN, PE C1A 1P2",1,Low Wage,1311,Accounting technicians and bookkeepers,Unknown,1,46.2375965,-63.125387
Prince Edward Island,VALLEY HOLDINGS LTD,"CHARLOTTETOWN, PE C1A 1P2",7,Low Wage,3413,"Nurse aides, orderlies and patient service associates",Unknown,1,46.2375965,-63.125387
Prince Edward Island,100556 P.E.I. INC. G W.& R Visser Farms,"Vernon Bridge, PE C0A 2E0",6,Primary Agriculture,8431,General farm workers,Unknown,1,46.179,-62.884
Prince Edward Island,101497 PEI Inc,"Cherry Valley, PE C0A 2E0",15,Primary Agriculture,8431,General farm workers,Unknown,1,46.179,-62.884
Prince Edward Island,14188977 Canada Inc.,"Murray River, PE C0A  1W",5,Primary Agriculture,8611,Harvesting labourers,Corporation,1,,
Prince Edward Island,6219128 Canada Inc,"Montague, PE C0A 1R0",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,46.1637,-62.64674
Prince Edward Island,Atlantic Grown Organics Inc,"Spring Valley, PE C0B 1M0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.43789,-63.63458
Prince Edward Island,Birch Farms Ltd.,"Summerside, PE C1N 4J9",8,Primary Agriculture,8431,General farm workers,Unknown,1,46.39208,-63.740224
Prince Edward Island,Brookfield Gardens Inc,"Brookfield, PE C0A 1Y0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.203797,-63.266232
Prince Edward Island,BUNNY BURROW VEGETABLE CO. LTD,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,2,46.344061,-63.548072
Prince Edward Island,Cedar Grove Farms,"RichmondRR1, PE C0B 1Y0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.5138130187988,-63.9548187255859
Prince Edward Island,Dalmeny Farms,"Montague, PE C0A 1R0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.1637,-62.64674
Prince Edward Island,Eastern Exporters Limited,"Souris, PE C0A 2B0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.354047,-62.25215
Prince Edward Island,Eastern Farms Ltd.,"Pownal, PE C1B 3S5",4,Primary Agriculture,8431,General farm workers,Unknown,1,46.2083523,-63.0759984
Prince Edward Island,Frizzells Valleyville Farm Inc,"Hunter River, PE C0A 1N0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,46.401847,-63.338722
Prince Edward Island,HILLTOP PRODUCE LTD,"Kinkora, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Hy-Croft Farms Inc.,"Summerside, PE C1N 4V4",14,Primary Agriculture,8431,General farm workers,Unknown,2,46.423011,-63.800596
Prince Edward Island,Island Acres Produce Ltd.,"North Tryon, PE C0B 1A0",4,Primary Agriculture,8611,Harvesting labourers,Unknown,1,46.318197,-63.558561
Prince Edward Island,Island Seed Farm Inc.,"Kinkora, PE C0B 1N0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,KINKORA HOLDINGS INC,"Kinkora, PE C0B 1N0",8,Primary Agriculture,8611,Harvesting labourers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Kouwenberg Farm Inc.,"Millview, PE C0A 2E0",3,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,46.179,-62.884
Prince Edward Island,Kyle Murray Farms,"Albany, PE C0B 1A0",2,Primary Agriculture,8431,General farm workers,Sole Proprietorship,1,46.318197,-63.558561
Prince Edward Island,Matos Winery Inc.,"St. Catherines, PE C0A 1H1",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.210462,-63.228876
Prince Edward Island,MGS Holdings & Distribution Ltd.,"Alberton, PE C0B 1B0",63,Primary Agriculture,8431,General farm workers,Unknown,4,46.837425,-64.113384
Prince Edward Island,Middleton Farms Ltd,"Kinkora, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Mol Farms Inc.,"Kinkora, PE C0B 1N0",4,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Newland Farms Inc.,"Hunter River, PE C0A 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,1,46.401847,-63.338722
Prince Edward Island,Port Hill Milking Company,"Tyne Valley, PE C0B 2C0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2,46.574607,-63.9338
Prince Edward Island,Smith Farms Ltd.,"Kinkora, PE C0B 1N0",1,Primary Agriculture,8431,General farm workers,Unknown,1,46.344061,-63.548072
Prince Edward Island,Valley Grove Enterprises Ltd,"Kensington, PE C0B 1M0",3,Primary Agriculture,8431,General farm workers,Unknown,1,46.43789,-63.63458
Prince Edward Island,Vanco Farms Ltd.,"Mount Albion, PE C1B 0R4",104,Primary Agriculture,8431,General farm workers,Unknown,4,46.22192,-62.971058
Prince Edward Island,Verdant LLC,"Cardigan, PE C0A 1G0",47,Primary Agriculture,8431,General farm workers,Unknown,2,46.23224,-62.6332767
Prince Edward Island,W.P.  Griffin Inc.,"Elmsdale, PE C0B 1K0",6,Primary Agriculture,8431,General farm workers,Unknown,1,46.837426,-64.113384
Nova Scotia,2453196 ONTARIO LTD.,"Glace Bay, NS B1A 2E8",1,High Wage,1522,Storekeepers and partspersons,Unknown,1,46.1591535,-60.1876517
Nova Scotia,3312739 Nova Scotia Limited,"Halifax, NS B3M 3B4",3,High Wage,7291,Roofers and shinglers,Unknown,1,44.681077,-63.666978
Nova Scotia,3324671 Nova Scotia Limited,"Bedford, NS B4A 0C9",1,High Wage,1241,Administrative assistants,Unknown,1,44.703998,-63.679207
Nova Scotia,3335649 Nova Scotia Limited,"Halifax, NS B3M 2K6",1,High Wage,4163,Business development officers and marketing researchers and consultants,Unknown,1,44.677652,-63.649537
Nova Scotia,3341342 NS LTD,"PICTOU, NS B0K 1H0",2,High Wage,6211,Retail sales supervisors,Unknown,1,45.6460571289063,-62.8005790710449
Nova Scotia,4044155 NOVA SCOTIA LIMITED,"FALL RIVER, NS B2T 1E6",1,High Wage,6316,Other services supervisors,Unknown,1,44.806606,-63.6147847
Nova Scotia,Acadian Seaplants Limited,"Dartmouth, NS B3B 1X8",1,High Wage,2221,Biological technologists and technicians,Unknown,1,44.696321,-63.596395
Nova Scotia,Aculocus Health and Beauty,"Halifax, NS B3M 0J9",1,High Wage,1123,"Professional occupations in advertising, marketing and public relations",Unknown,1,44.6796363,-63.6519794
Nova Scotia,Anumandla Accounting Limited,"HALIFAX, NS B3J 3L8",1,High Wage,1111,Financial auditors and accountants,Unknown,1,44.648999,-63.577962
Nova Scotia,Cameron Seafoods Company,"Centreville, NS B0P 1J0",1,High Wage,9213,"Supervisors, food, beverage and associated products processing",Unknown,1,45.195976,-64.680474
Nova Scotia,Craigs Lobster Ltd,"Shelburne County, NS B0W 3B0",3,High Wage,9618,Labourers in fish and seafood processing,Unknown,1,43.506114,-65.718791
Nova Scotia,Dalhousie University,"Halifax, NS B3H 4H2",2,High Wage,4011,University professors and lecturers,Unknown,2,44.640703,-63.608563
Nova Scotia,Dexter Construction Company Ltd.,"Bedford, NS B4A 3Z2",5,High Wage,7521,Heavy equipment operators (except crane),Unknown,1,44.71004,-63.681667
Nova Scotia,Dragon Ebikes Ltd.,"Halifax, NS B3K 3B4",1,High Wage,1311,Accounting technicians and bookkeepers,Unknown,1,44.652437,-63.584041
Nova Scotia,DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP,"Halifax, NS B3J 1S5",1,High Wage,6332,Bakers,Unknown,1,44.648961,-63.572395
Nova Scotia,Eastwater Professional Roofing Services Ltd,"Yarmouth, NS B5A 5H8",3,High Wage,7271,Carpenters,Unknown,1,43.838441,-66.114026
Nova Scotia,Elmsdale Landscaping Limited,"Elmsdale, NS B2S 1K7",6,High Wage,7611,Construction trades helpers and labourers,Unknown,1,44.9617213,-63.4949148
Nova Scotia,Elmsdale Landscaping Limited,"Elmsdale, NS B2S 1K7",2,High Wage,7612,Other trades helpers and labourers,Unknown,1,44.9617213,-63.4949148
Nova Scotia,Emigrance Consulting & Immigration Inc.,"Lakeside, NS B3T 1A2",1,High Wage,1241,Administrative assistants,Unknown,1,44.636774,-63.690551
Nova Scotia,Harvest-Bedford Incorporated,"Bedford, NS B4A 3P1",1,High Wage,1311,Accounting technicians and bookkeepers,Unknown,1,44.714768,-63.678037
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,0113,Purchasing managers,Unknown,1,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,0114,Other administrative services managers,Unknown,1,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",4,High Wage,1122,Professional occupations in business management consulting,Unknown,4,44.66274,-63.590281
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,2171,Information systems analysts and consultants,Unknown,1,44.66274,-63.590281
Nova Scotia,J. Mason Contracting Limited,"FALL RIVER, NS B2T 1E6",3,High Wage,7282,Concrete finishers,Unknown,1,44.806606,-63.6147847
Nova Scotia,Jack Lee Construction Inc.,"Fall River, NS B2T 1H7",1,High Wage,7271,Carpenters,Unknown,1,44.831853,-63.604057
Nova Scotia,Jack Lee Construction Inc.,"Fall River, NS B2T 1H7",1,High Wage,7611,Construction trades helpers and labourers,Unknown,1,44.831853,-63.604057
Nova Scotia,Kingsport Studios Limited,"Kingsport, NS B0P 1H0",1,High Wage,3232,Practitioners of natural healing,Unknown,1,45.026806,-64.165254
Nova Scotia,MacDonell’s Small Jobs Ltd,"Barrington Passage, NS B0W 1G0",1,High Wage,7271,Carpenters,Unknown,1,43.57519,-65.628997
Nova Scotia,North End Community Day Care Center,"Halifax, NS B3K 1X2",1,High Wage,4214,Early childhood educators and assistants,Unknown,1,44.661388,-63.597316
Nova Scotia,North's Auto Body Ltd.,"Kentville, NS B4N 3V7",2,High Wage,7322,Motor vehicle body repairers,Unknown,1,45.067163,-64.547804
Nova Scotia,Paraza Technologies Inc.,"Halifax, NS B3J 3K8",1,High Wage,2112,Chemists,Unknown,1,44.648408,-63.57472
Nova Scotia,Rainbow Nails Incorporated,"Halifax, NS B3L 4N9",5,High Wage,6562,"Estheticians, electrologists and related occupations",Unknown,1,44.647813,-63.61972
Nova Scotia,Road Riders Express Inc,"halifax, NS B3S 0B9",1,High Wage,1241,Administrative assistants,Unknown,1,44.658753,-63.6851302
Nova Scotia,SANDHYAJI HOTELS NOVA INC.,"Sydney, NS B1S 1A1",1,High Wage,6313,"Accommodation, travel, tourism and related services supervisors",Unknown,1,46.127694,-60.196515
Nova Scotia,Springfield Hotels (Halifax) Incorporated,"Enfield, NS B2T 0A2",1,High Wage,1212,"Supervisors, finance and insurance office workers",Unknown,1,44.86467,-63.542091
Nova Scotia,The Orb Factory Limited,"Halifax, NS B3P 1L3",1,High Wage,1122,Professional occupations in business management consulting,Unknown,1,44.621419,-63.617498
Nova Scotia,THOR   RENOVATION,"Bedford, NS B4A 1P3",1,High Wage,7271,Carpenters,Unknown,1,44.72521,-63.672373
Nova Scotia,TOPAZ TRANSPORT INC.,"BEAVER BANK, NS B4E 3J4",1,High Wage,1525,Dispatchers,Unknown,1,44.8051591,-63.6755635
Nova Scotia,Urbanowski Holdings Limited,"Bedford, NS B4A 2X9",1,High Wage,3223,"Dental technologists, technicians and laboratory assistants",Unknown,1,44.735219,-63.655089
Nova Scotia,Valley Flaxflour Limited,"Middleton,, NS B0S 1P0",2,High Wage,9213,"Supervisors, food, beverage and associated products processing",Unknown,1,45.0103912353516,-65.089225769043
Nova Scotia,12914158 Canada,"Dartmouth, NS B3B 1E5",1,Low Wage,1215,"Supervisors, supply chain, tracking and scheduling co",Unknown,1,44.708507,-63.610222
Nova Scotia,12914158 Canada,"Dartmouth, NS B3B 1E5",1,Low Wage,7511,Transport truck drivers,Unknown,1,44.708507,-63.610222
Nova Scotia,3056092 Nova Scotia Ltd.,"Upper Tantallon, NS B3Z 1H3",1,Low Wage,6322,Cooks,Unknown,1,44.7019648,-63.8553277
Nova Scotia,3094037 Nova Scotia Limited,"BEDFORD, NS B4A 3Y4",2,Low Wage,6322,Cooks,Unknown,1,44.733105,-63.655979
Nova Scotia,3099794 Nova Scotia Ltd.,"Enfield, NS B2T 1C8",2,Low Wage,6731,Light duty cleaners,Unknown,1,44.939685,-63.534989
Nova Scotia,3261813 Nova Scotia Limited,"Dartmouth, NS B3K 4X7",1,Low Wage,6322,Cooks,Unknown,1,44.662188,-63.612817
Nova Scotia,3271160 NS Limited,"Halifax, NS B3J 2C3",4,Low Wage,6322,Cooks,Unknown,1,44.645015,-63.574448
Nova Scotia,3272946 NOVA SCOTIA LIMITED,"Lower Sackville, NS B4C 2S2",1,Low Wage,6513,Food and beverage servers,Unknown,1,44.7670629,-63.6833933
Nova Scotia,3272946 NOVA SCOTIA LIMITED,"Lower Sackville, NS B4C 2S2",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.7670629,-63.6833933
Nova Scotia,3274876 Nova Scotia Ltd,"Clarks Harbour, NS B0W 1P0",36,Low Wage,9463,Fish and seafood plant workers,Unknown,1,43.462969,-65.650454
Nova Scotia,3277374 Nova Scotia Limited,"Halifax, NS B3J 2B5",4,Low Wage,6322,Cooks,Unknown,1,44.646362,-63.574407
Nova Scotia,3290188 NS limited,"Halifax, NS B3M 3Y7",1,Low Wage,6322,Cooks,Unknown,1,44.66328,-63.653935
Nova Scotia,3293656 Nova Scotia Limited,"Halifax, NS B3L 1A5",3,Low Wage,6322,Cooks,Unknown,2,44.645173,-63.598083
Nova Scotia,3300590 Nova Scotia Limited,"Halifax, NS B3J 1Y2",2,Low Wage,6322,Cooks,Unknown,2,44.64012,-63.570421
Nova Scotia,3311032 Nova Scotia Limited,"Bedford, NS B4A 0C9",1,Low Wage,6311,Food service supervisors,Unknown,1,44.703998,-63.679207
Nova Scotia,3311051 Nova Scotia Ltd.,"HALIFAX, NS B3J 2G7",1,Low Wage,6322,Cooks,Unknown,1,44.649349,-63.578146
Nova Scotia,3316696 NS Ltd.,"Kentville, NS B4N 2N1",4,Low Wage,6322,Cooks,Unknown,1,45.077297,-64.496703
Nova Scotia,3322016 NOVA SCOTIA LIMITED,"HALIFAX, NS B3K 1K5",2,Low Wage,6322,Cooks,Unknown,1,44.654837,-63.591716
Nova Scotia,3323091 Nova Scotia Ltd.,"Truro, NS B2N 4Z6",4,Low Wage,6321,Chefs,Unknown,1,45.359649,-63.290421
Nova Scotia,3324608 novascotia limited,"halifax, NS B3K 1Z7",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1,44.662383,-63.598733
