Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Latitude,Longitude
Nova Scotia,SaulTech Computers Inc.,"METEGHAN CENTRE, NS B0W 2K0",1,High Wage,6221,Technical sales specialists ,44.142532,-66.131239
Nova Scotia,Spar Marine Limited,"DARTMOUTH, NS B3B 1E4",1,High Wage,7242,Industrial electricians,44.706503,-63.603993
Nova Scotia,St. Francis Xavier University,"ANTIGONISH, NS B2G 2W5",1,High Wage,4011,University professors and lecturers,45.621736,-61.992907
Nova Scotia,Topaz Transport Inc.,"BEAVER BANK, NS B4E 3J4",3,High Wage,7511,Transport truck drivers,44.8051591,-63.6755635
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",4,High Wage,2174,Computer programmers and interactive media developers,44.645046,-63.57027
Nova Scotia,3091914 NS Ltd.,"Halifax, NS B3K 1H8",1,3091914 NS Ltd.,6322,Cooks,44.6529,-63.590404
Nova Scotia,67527 Newfoundland and Labrador Ltd. O/A Aulds Cove Big Stop Restaurant,"OXFORD JUNCTION, NS B0M 1R0",3,Low Wage,6322,Cooks,45.560631,-63.981521
Nova Scotia,Arirang Restaurant Inc,"HALIFAX, NS B3M 3W8",1,Low Wage,6322,Cooks,44.673279,-63.664255
Nova Scotia,Athens Restaurant,"HALIFAX, NS B3L 1A4",2,Low Wage,6322,Cooks,44.645526,-63.596843
Nova Scotia,John Ross & Sons Limited,"Halifax, NS B3S 1B3",12,Low Wage,7452,Material handlers,44.637971,-63.663711
Nova Scotia,Kai Ping Restaurant,"Sydney River, NS B1S 1C7",1,Low Wage,0631,Restaurant and food service managers,46.111287,-60.219852
Nova Scotia,LJ Robicheau and Son Fisheries,"MIDDLETON, NS B0S 1P0",8,Low Wage,9463,Fish and seafood plant workers,45.0103912353516,-65.089225769043
Nova Scotia,Mandox Incorporated,"ANNAPOLIS ROYAL, NS B0S 1A0",2,Low Wage,6322,Cooks,44.74364,-65.51801
Nova Scotia,Ocean Pride Fisheries Ltd.,"Lower Wedgeport, NS B0W 2B0",42,Low Wage,9618,Labourers in fish and seafood processing,43.717172,-65.97528
Nova Scotia,Riverside Lobster International Inc.,"Meteghan River, NS B0W 2L0",60,Low Wage,9463,Fish and seafood plant workers,44.221552,-66.119502
Nova Scotia,Swiss Chalet,"Amherst, NS B4H 4L2",1,Low Wage,6322,Cooks,45.835384,-64.190678
Nova Scotia,Sydney Fresh Casual Restaurants Inc.,"Amherst, NS B4H 4L2",2,Low Wage,6322,Cooks,45.835384,-64.190678
Nova Scotia,W.J.Allen & Sons Inc. o/a Aulac Big Stop Restaurant,"Amherst, NS B4H 4L2",3,Low Wage,6322,Cooks,45.835384,-64.190678
Nova Scotia,WOW!  Food Systems Inc.,"TRURO, NS B2N 6M5",1,Low Wage,6322,Cooks,45.379159,-63.251277
Nova Scotia,3226198 Nova Scotia Ltd,"Centreville, NS B0P 1J0",53,3226198 Nova Scotia Ltd,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Basinview Farms Ltd,"CANNING, NS B0P 1H0",2,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Craig Nichols Farms,"Aylesford, NS B0P 1C0",33,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",6,Primary Agriculture,8432,Nursery and greenhouse workers,44.469069,-64.620343
Nova Scotia,den Haan Enterprises Ltd,"LAWRENCETOWN, NS B0S 1M0",4,Primary Agriculture,8431,General farm workers,44.891613,-65.06213
Nova Scotia,Elmridge Farm,"Centreville, NS B0P 1J0",3,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Evangeline Orchards Limited,"Port Williams, NS B0P 1T0",3,Primary Agriculture,8431,General farm workers,45.159695,-64.362715
Nova Scotia,Fuller Brothers Farm Inc.,"Avonport, NS B0P 1B0",12,Primary Agriculture,8431,General farm workers,45.095693,-64.227973
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",1,Primary Agriculture,8432,Nursery and greenhouse workers,44.7657928466797,-64.4158172607422
Nova Scotia,Gouchers Farm and Market Ltd.,"KINGSTON, NS B0P 1R0",8,Primary Agriculture,8431,General farm workers,45.074551,-64.720682
Nova Scotia,Hilly Acres Farm Limited,"Millville, NS B1Y 2E1",2,Primary Agriculture,8431,General farm workers,46.27095,-60.379651
Nova Scotia,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",12,Primary Agriculture,8432,Nursery and greenhouse workers,44.794246,-64.643897
Nova Scotia,Morse's Farm Limited,"Berwick, NS B0P 1E0",3,Primary Agriculture,8431,General farm workers,45.090922,-64.823309
Nova Scotia,Nazinga Farms Ltd,"Aylesford, NS B0P 1C0",18,Primary Agriculture,8431,General farm workers,45.066995,-64.800737
Nova Scotia,Power Farms Inc,"CANNING, NS B0P 1H0",12,Primary Agriculture,8431,General farm workers,45.026806,-64.165254
Nova Scotia,Sanhaven Farms Ltd,"Antigonish, NS B2G 2K9",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",45.6396,-62.04642
Nova Scotia,Skips General Maintenance,"WOLFVILLE, NS B4P 2R3",4,Primary Agriculture,8431,General farm workers,45.068884,-64.348807
Nova Scotia,Stirlings Mountainside Farms 2017 Ltd,"Centreville, NS B0P 1J0",12,Primary Agriculture,8431,General farm workers,45.195976,-64.680474
Nova Scotia,Traditional Evergreen Tree Farms Limited,"BRIDGEWATER, NS B4V 2W6",3,Primary Agriculture,8431,General farm workers,44.367212,-64.561088
Nova Scotia,Vermeuland Farms Limited,"Milford, NS B0N 1Y0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",44.9946916,-63.3453807
Nova Scotia,Pitchperfect Software Inc,"HALIFAX, NS B3J 1W5",1,Pitchperfect Software Inc,2173,Software engineers and designers,44.649569,-63.573798
Nova Scotia,REDspace Inc.,"BEDFORD, NS B4A 3Y4",5,Global Talent Stream,2174,Computer programmers and interactive media developers,44.733105,-63.655979
Nova Scotia,Ubisoft Divertissements Inc.,"HALIFAX, NS B3J 3R5",1,Global Talent Stream,2171,Information systems analysts and consultants,44.645046,-63.57027
New Brunswick,AYR Motor Express Inc.,"Woodstock, NB E7M 4G2",10,AYR Motor Express Inc.,7511,Transport truck drivers,46.123818,-67.616701
New Brunswick,BEUMER Group Canada Corporation,"FREDERICTON, NB E3B 5A6",1,High Wage,2232,Mechanical engineering technologists and technicians,45.961677,-66.632795
New Brunswick,Buchanan advertising (Canada) inc.,"SAINT JOHN, NB E2L 4S5",1,High Wage,0124,"Advertising, marketing and public relations managers",45.278727,-66.054027
New Brunswick,Culberson Trucking Ltd.,"Jacksonville, NB E7M 3J8",2,High Wage,7511,Transport truck drivers,46.032829,-67.603206
New Brunswick,Irving Consumer Products Limited,"Dieppe, NB E1A 6X4",1,High Wage,0911,Manufacturing managers,46.103269,-64.710436
New Brunswick,"J.D. Irving, Limited","SAINT JOHN, NB E2L 4M3",21,High Wage,8241,Logging machinery operators,45.277029,-66.068461
New Brunswick,Maritime Truck & Tractor Pull Association Inc.,"Richmond Corner, NB E7M 4W9",1,High Wage,6722,"Operators and attendants in amusement, recreation and sport",46.150007,-67.7
New Brunswick,McConchie Trucking Ltd.,"Norton, NB E5T 1E8",3,High Wage,7511,Transport truck drivers,45.644651,-65.689936
New Brunswick,Pioneer Transport Inc.,"JACKSONVILLE, NB E7M 6B5",22,High Wage,7511,Transport truck drivers,46.155532,-67.592329
New Brunswick,Regional Health Authority B,"SAINT JOHN, NB E2L 4L4",3,High Wage,3111,Specialist physicians,45.275358,-65.97392
New Brunswick,Rite-Line Transportation Inc,"Florenceville-Bristol, NB E7L 3K6",6,High Wage,7511,Transport truck drivers,46.443363,-67.645001
New Brunswick,692663 New Brunswick Inc.,"MONCTON, NB E1G 3T6",4,692663 New Brunswick Inc.,6311,Food service supervisors,46.130356,-64.87968
New Brunswick,701664 NB Inc. o/a Sugar Roll Japanese Cuisine,"DIEPPE, NB E1A 1P2",1,Low Wage,6322,Cooks,46.0958,-64.746912
New Brunswick,Applewood Smoked BBQ House,"MONCTON, NB E1C 1G1",1,Low Wage,6311,Food service supervisors,46.088252,-64.778773
New Brunswick,Beacon Light Motel Ltd.  o/a Howard Johnson Inn,"MONCTON, NB E1C 2T1",1,Low Wage,6315,Cleaning supervisors,46.104322,-64.819129
New Brunswick,Enterprise L' Oriental Ltée o/a Restaurant l'Oriental,"Caraquet, NB E1W 1A3",1,Low Wage,6322,Cooks,47.770719,-64.999987
New Brunswick,Fenety Convenience Store Ltd.  o/a Blue Canoe,"Waasis, NB E3B 9E1",2,Low Wage,6322,Cooks,45.83305,-66.56387
New Brunswick,Kim's Mart Corporation,"Moncton, NB E1C 2R5",2,Low Wage,6322,Cooks,46.099907,-64.807135
New Brunswick,Leslie Leger and Sons Ltd,"Cap-Pele, NB E4N 3B3",60,Low Wage,9463,Fish and seafood plant workers,46.2154693603516,-64.2717361450195
New Brunswick,Leu's Market Inc.o/a Country Market,"ST. GEORGE, NB E5C 3H9",1,Low Wage,6332,Bakers,45.131913,-66.82528
New Brunswick,M.R. Enterprises Ltd. o/a Checker Cab & Deliveries,"RICHIBUCTO RD, NB E3A 6X7",1,Low Wage,7513,Taxi and limousine drivers and chauffeurs,45.9512936,-66.5785261
New Brunswick,Ocean Pier Inc.,"Scoudouc, NB E4P 3R4",10,Low Wage,9463,Fish and seafood plant workers,46.167616,-64.584942
New Brunswick,R & L Convenience Inc.,"Rothesay, NB E2E 5X4",1,Low Wage,6332,Bakers,45.405834,-66.002734
New Brunswick,Riverside Warehousing Ltd.,"MONCTON, NB E1C 8N8",1,Low Wage,7452,Material handlers,46.087943,-64.780272
New Brunswick,SOUTH SHORE TRADING CO.LTD,"PORT ELGIN, NB E4M 3Y9",10,Low Wage,9463,Fish and seafood plant workers,46.050788,-64.088216
New Brunswick,Subway McAllister Drive & King St,"Saint John, NB E2J 2S6",1,Low Wage,6311,Food service supervisors,45.311857,-66.020505
New Brunswick,Sunnymel S.E.C.,"CLAIR, NB E7A 2G6",14,Low Wage,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",47.2667812,-68.599531
New Brunswick,Thai Union Canada Inc,"Tracadie-Sheila, NB E1X 1G4",27,Low Wage,9463,Fish and seafood plant workers,47.536215,-64.907582
New Brunswick,Cavendish Farms - Island Holdings Nova Scotia,"Dieppe, NB E1A 6X4",1,Cavendish Farms - Island Holdings Nova Scotia,8431,General farm workers,46.103269,-64.710436
New Brunswick,Hanscome Farms Ltd.,"PERTH-ANDOVER, NB E7H 4K4",7,Primary Agriculture,8431,General farm workers,46.741202,-67.705749
New Brunswick,La Ferme Michaud Ltee/Michaud Farm Ltd,"BOUCTOUCHE BAY, NB E4S 4N9",6,Primary Agriculture,8431,General farm workers,46.482892,-64.695008
New Brunswick,M&S Wild Blueberry Farms Ltd.,"Kouchibouguac, NB E4X 1L7",14,Primary Agriculture,8431,General farm workers,46.7804571,-65.0902361
New Brunswick,Premier Blueberries Inc.,"MEMRAMCOOK, NB E4K 2V3",2,Primary Agriculture,8431,General farm workers,45.971561,-64.649281
New Brunswick,Slocum's Farm Fresh Produce Ltd,"Waterborough, NB E4C 2Y3",2,Primary Agriculture,8431,General farm workers,45.92795,-65.98819
New Brunswick,Tuddenham Farms Ltd,"ST.STEPHEN, NB E3L 2X1",6,Primary Agriculture,8611,Harvesting labourers,45.216314,-67.163185
New Brunswick,AV Group NB Inc.,"Nackawic, NB E6G 1W4",1,AV Group NB Inc.,2171,Information systems analysts and consultants,46.01099,-67.23065
New Brunswick,Cavendish Farms - Island Holdings Nova Scotia,"Dieppe, NB E1A 6X4",1,Global Talent Stream,2121,Biologists and related scientists,46.103269,-64.710436
New Brunswick,Sedin Technologies Corp.,"FREDERICTON, NB E3C 0J1",3,Global Talent Stream,2173,Software engineers and designers,45.871681,-66.7269229
New Brunswick,Sonrai Security (Canada) Inc.,"FREDERICTON, NB E3C 2R2",2,Global Talent Stream,2173,Software engineers and designers,45.931965,-66.661909
Quebec,10092886 Canada Inc. / Le Royal Madurai,"MONTREAL, QC H3S 1Y7",1,10092886 Canada Inc. / Le Royal Madurai,6321,Chefs,45.49939,-73.628846
Quebec,10643645 Canada Inc.,"MONTREAL, QC H3G 1Z5",1,High Wage,6321,Chefs,45.498526,-73.575981
Quebec,140629 Canada Inc.,"MONTRÉAL, QC H2S 3C6",1,High Wage,5243,"Theatre, fashion, exhibit and other creative designers",45.531444,-73.611187
Quebec,163972/Canada Inc/Judith & Charles,"Montreal, QC H2N 2E3",1,High Wage,5232,"Other performers, n.e.c.",45.538612,-73.658837
Quebec,1641-9749 Québec inc.,"Rougemont, QC J0L 1M0",4,High Wage,7511,Transport truck drivers,45.43813,-73.092904
Quebec,1-Material inc.,"DORVAL, QC H9P 1K2",1,High Wage,6221,Technical sales specialists ,45.477994,-73.786406
Quebec,2413-9636 Québec Inc.,"VICTORIAVILLE, QC G6P 4B6",3,High Wage,6322,Cooks,46.062855,-71.942745
Quebec,2543-9985 Québec inc.,"DRUMMONDVILLE, QC J2C 2A8",1,High Wage,6322,Cooks,45.895922,-72.519021
Quebec,2635-8762 Québec inc - dba Express Mondor,"Lanoraie, QC J0K 1E0",1,High Wage,7237,Welders and related machine operators,45.956657,-73.221825
Quebec,2969-6366 Québec inc,"Maniwaki, QC J9E 3K6",2,High Wage,7511,Transport truck drivers,46.384243,-75.959566
Quebec,2972-6924 Québec Inc,"LÉVIS, QC G7A 1B1",1,High Wage,7237,Welders and related machine operators,46.6759311,-71.3409915
Quebec,2B LOV Inc.,"MONTRÉAL, QC H2V 0A6",1,High Wage,6321,Chefs,45.518945,-73.60849
Quebec,3579000 Canada Inc.,"Laval, QC H7T 2H6",1,High Wage,7322,Motor vehicle body repairers,45.567934,-73.76388
Quebec,3595650 Canada inc.,"GATINEAU, QC J8Z 1W8",3,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.470208,-75.738413
Quebec,3811981 CANADA INC.,"ÎLE BIZARD, QC H9C 1G9",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.487978,-73.88096
Quebec,4370155 Canada Inc.,"TERREBONNE, QC J6W 6M1",1,High Wage,9473,Binding and finishing machine operators,45.711382,-73.621076
Quebec,4473191 CANADA INC,"MONTRÉAL, QC H3C 5X5",1,High Wage,1121,Human resources professionals,45.510061,-73.55053
Quebec,6227945 Canada Inc.,"GATINEAU, QC J8R 0C6",1,High Wage,2232,Mechanical engineering technologists and technicians,45.515034,-75.568359
Quebec,6637779 Canada inc.,"MASCOUCHE, QC J7K 1X9",3,High Wage,7322,Motor vehicle body repairers,45.739329,-73.593205
Quebec,6838693 Canada Inc (Élite Mazda),"GATINEAU, QC J8T 8P2",1,High Wage,1311,Accounting technicians and bookkeepers,45.489095,-75.705247
Quebec,7663609 CANADA INC.,"MONTREAL, QC H4M 2N6",1,High Wage,2234,Construction estimators,45.497106,-73.677888
Quebec,8091048 Canada Inc,"MONTRÉAL, QC H2W 2R2",1,High Wage,5241,Graphic designers and illustrators,45.518103,-73.582162
Quebec,8344795 Canada Inc.,"MONTRÉAL, QC H9P 1G9",1,High Wage,1241,Administrative assistants,45.455839,-73.723009
Quebec,9010-1536 Québec Inc.,"ST-AUGUSTIN-DESMAURES, QC G3A 1X3",1,High Wage,6311,Food service supervisors,46.7356011,-71.3865222
Quebec,9013-6482 Québec inc.,"MONTRÉAL, QC H4B 1T6",1,High Wage,7322,Motor vehicle body repairers,45.460299,-73.626264
Quebec,9014-5459 Quebec Inc.,"Riviere du Loup, QC G5R 1E2",1,High Wage,1311,Accounting technicians and bookkeepers,47.830319,-69.552522
Quebec,9029-7524 Québec Inc.,"GRANBY, QC J2J 0N3",1,High Wage,7322,Motor vehicle body repairers,45.417705,-72.7708509
Quebec,9046-0585 QUÉBEC INC. (Tim Hortons),"Sainte-Hélène-de-Bagot, QC J0H 1M0",2,High Wage,6311,Food service supervisors,45.780544,-72.751872
Quebec,9069-4654 Québec Inc.,"LÉVIS, QC G7A 1B1",2,High Wage,7311,Construction millwrights and industrial mechanics,46.6759311,-71.3409915
Quebec,9075-963 Québec inc DB/A Berkut Transport inc.,"ST-LÉONARD, QC H1S 2J2",1,High Wage,7511,Transport truck drivers,45.576922,-73.579883
Quebec,9084-9597 Québec INC.,"TROIS-RIVIÈRE, QC G8Z 4H4",1,High Wage,7312,Heavy,46.3411,-72.574592
Quebec,9092-8979,"RIMOUSKI, QC G5L 8T7",1,High Wage,2282,User support technicians,48.451156,-68.527797
Quebec,9097-9998 QUÉBEC INC.,"SAINTE-FÉLICITÉ, QC G0R 4P0",2,High Wage,7511,Transport truck drivers,46.985487,-69.979579
Quebec,9104-8884 Québec inc.,"VAL D'OR, QC J9P 6X9",2,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",48.1111135,-77.78988
Quebec,9115-4625 Québec Inc.,"CHAMBORD, QC G0W 1G0",1,High Wage,7237,Welders and related machine operators,48.422947,-72.055765
Quebec,9122-6266 Québec inc,"MATANE, QC G4W 0J8",2,High Wage,7322,Motor vehicle body repairers,48.8450202941895,-67.5294189453125
Quebec,9135-0736 Québec inc.,"Montréal, QC H3B 0A2",1,High Wage,6322,Cooks,45.515392,-73.553859
Quebec,9150-2468 QUÉBEC INC.,"ROUYN-NORANDA, QC J9X 6M6",1,High Wage,7322,Motor vehicle body repairers,48.2241791,-78.9952004
Quebec,9176-7277 Quebec Inc.,"MONTRÉAL, QC H1J 1Z5",1,High Wage,7272,Cabinetmakers,45.609783,-73.572279
Quebec,9183-2220 QUÉBEC INC. (Tim Hortons),"Saint-Liboire, QC J0H 1R0",1,High Wage,6311,Food service supervisors,45.64934,-72.762154
Quebec,9188-3173 Québec Inc.,"Montreal, QC H2R 2W8",1,High Wage,9213,"Supervisors, food, beverage and associated products processing",45.535307,-73.617265
Quebec,9188-6374 Québec Inc.,"ST-RAYMOND, QC G3L 4Y4",1,High Wage,7322,Motor vehicle body repairers,46.997879,-71.87954
Quebec,9210-1005 Québec Inc,"Longueuil, QC J4M 2L8",2,High Wage,7237,Welders and related machine operators,45.537987,-73.444021
Quebec,9213-9286 Quebec Inc.,"ROUYN-NORANDA, QC J9X 6M6",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",48.2241791,-78.9952004
Quebec,9225-2915 Québec inc.,"LÉVIS, QC G6W 8B6",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",46.748573,-71.171369
Quebec,9262-1770 Québec Inc.,"MONTRÉAL, QC H4K 2E7",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.52532,-73.714981
Quebec,9278-8942 Québec Inc.,"Québec, QC G1V 2L8",1,High Wage,6322,Cooks,46.770922,-71.281326
Quebec,9287-6291 Québec Inc.,"MONTRÉAL, QC H4E 1L7",1,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",45.461538,-73.596776
Quebec,9303-6408 Québec Inc.,"MONTRÉAL, QC H1S 3G4",1,High Wage,7231,Machinists and machining and tooling inspectors,45.5766511,-73.583468
Quebec,9312-6167 Québec Inc.,"MONTRÉAL, QC H3A 0A2",1,High Wage,0632,Accommodation service managers,45.519184,-73.557575
Quebec,9314-8567 Québec Inc. Services Paysagers,"SAINT-BASILE-LE-GRAND, QC J3N 1M3",1,High Wage,2225,Landscape and horticulture technicians and specialists,45.548563,-73.270418
Quebec,9315-3237 QUÉBEC INC. / ELF PHARMA RECHERCHE,"MONTRÉAL, QC H3G 1A7",1,High Wage,1243,Medical administrative assistants,45.499185,-73.587919
